Index	Text	POS Modified
148	minutes	NNT2
149	.	.
150	Pour	VB
151	nut	NN1
152	milk	NN1
153	through	II
154	a	AT1
155	sieve	NN1
156	or	CC
157	a	AT1
158	nut	NN1
159	bag	NN1
160	into	II
161	a	AT1
162	glass	NN1
163	container	NN1
164	.	.
165	Stir	VB
166	honey	NN1
167	and	CC
168	salt	NN1
169	into	II
170	nut	NN1
171	milk	NN1
172	.	.
173	Cover	VB
174	container	NN1
175	and	CC
176	store	NN1
177	in	II
178	the	AT
179	refrigerator	NN1
180	.	.
1	Place	VV0
2	almonds	VBZ
3	in	II
4	a	AT1
5	bowl	NN1
6	and	CC
7	cover	VV0
8	with	IW
9	cool	JJ
10	water	NN1
11	;	;
12	place	VV0
13	bowl	NN1
14	out	II21
15	of	II22
16	direct	JJ
17	sunlight	NN1
18	and	CC
19	soak	VB
20	for	IF
21	to	II
22	hours	NNT2
23	.	.
24	Place	VB
25	dates	NN2
26	in	II
27	a	AT1
28	separate	JJ
29	bowl	NN1
30	and	CC
31	cover	VV0
32	with	IW
33	cup	NN1
34	water	NN1
35	;	;
36	soak	VB
37	for	IF
38	hour	NNT1
39	.	.
40	Drain	VB
41	and	CC
42	rinse	VB
43	almonds	NN2
44	in	II
45	a	AT1
46	colander	NN1
47	and	CC
48	transfer	NN1
49	almonds	NN2
50	to	II
51	a	AT1
52	blender	NN1
53	.	.
54	Add	VB
55	dates	NN2
56	and	CC
57	their	APPGE
58	soaking	JJ
59	water	NN1
60	,	,
61	vanilla	NN1
62	extract	NN1
63	,	,
64	and	CC
65	salt	NN1
66	;	;
67	pour	VB
68	in	II
69	cups	NN2
70	water	NN1
71	.	.
72	Blend	VB
73	on	II
74	low	JJ
75	speed	NN1
76	for	IF
77	seconds	NNT2
78	and	CC
79	slowly	RR
80	increase	VB
81	to	II
82	high	JJ
83	speed	NN1
84	and	CC
85	process	VV0
86	for	IF
87	seconds	NNT2
88	.	.
89	Place	VB
90	a	AT1
91	nut	NN1
92	bag	NN1
93	or	CC
94	cheesecloth	NN1
95	over	II
96	a	AT1
97	bowl	NN1
98	;	;
99	pour	VB
100	in	II
101	almond	NN1
102	mixture	NN1
103	.	.
104	Allow	VB
105	the	AT
106	milk	NN1
107	to	TO
108	fully	RR
109	strain	VB
110	through	RP
111	,	,
112	about	II
113	minutes	NNT2
114	.	.
115	Gently	RR
116	squeeze	VB
117	nut	NN1
118	bag	NN1
119	or	CC
120	cheesecloth	NN1
121	to	TO
122	release	VB
123	any	DD
124	extra	JJ
125	milk	NN1
126	from	II
127	the	AT
128	pulp	NN1
129	.	.
130	Transfer	VV0
131	almond	NN1
132	milk	NN1
133	to	II
134	a	AT1
135	container	NN1
136	and	CC
137	refrigerate	NN1
138	.	.
1	Combine	VB
2	spinach	NN1
3	,	,
4	cup	NN1
5	orange	NN1
6	juice	NN1
7	,	,
8	peaches	NN2
9	,	,
10	pineapple	NN1
11	,	,
12	halved	VBN
13	banana	NN1
14	,	,
15	and	CC
16	green	JJ
17	tea	NN1
18	powder	NN1
19	in	II
20	a	AT1
21	blender	NN1
22	;	;
23	blend	VV0
24	until	CS
25	combined	VBN
26	.	.
27	Pour	VB
28	smoothie	NN1
29	into	II
30	a	AT1
31	glass	NN1
32	.	.
33	Rinse	VB
34	out	RP
35	the	AT
36	blender	NN1
37	.	.
38	Combine	VB
39	cup	NN1
40	orange	NN1
41	juice	NN1
42	,	,
43	raspberries	NN2
44	,	,
45	strawberries	NN2
46	,	,
47	and	CC
48	halved	VBN
49	banana	NN1
50	in	II
51	the	AT
52	blender	NN1
53	;	;
54	blend	VV0
55	until	CS
56	combined	VBN
57	.	.
58	Pour	VB
59	berry	NN1
60	smoothie	NN1
61	into	II
62	a	AT1
63	separate	JJ
64	glass	NN1
65	.	.
66	Combine	VB
67	smoothies	NN2
68	by	II
69	pouring	VBG
70	them	PPHO2
71	at	II
72	the	AT
73	same	DA
74	time	NNT1
75	from	II
76	opposite	JJ
77	sides	NN2
78	of	IO
79	the	AT
80	serving	VBG
81	glass	NN1
82	.	.
1	Combine	VB
2	apricot	JJ
3	nectar	NN1
4	,	,
5	pineapple	NN1
6	juice	NN1
7	,	,
8	and	CC
9	orange	NN1
10	juice	NN1
11	concentrate	VV0
12	in	II
13	a	AT1
14	large	JJ
15	pitcher	NN1
16	.	.
17	Stir	VB
18	in	II
19	Champagne	NN1
20	just	RR
21	before	II
22	serving	VBG
23	.	.
1	Heat	NN1
2	milk	NN1
3	in	II
4	a	AT1
5	saucepan	NN1
6	over	II
7	medium	JJ
8	heat	NN1
9	for	IF
10	minutes	NNT2
11	.	.
12	Pour	VB
13	in	II
14	condensed	VBN
15	milk	NN1
16	,	,
17	hot	JJ
18	chocolate	NN1
19	,	,
20	sugar	NN1
21	,	,
22	and	CC
23	vanilla	NN1
24	extract	NN1
25	;	;
26	stir	VV0
27	constantly	RR
28	until	CS
29	the	AT
30	mixture	NN1
31	is	VBZ
32	warmed	VBN
33	through	RP
34	and	CC
35	the	AT
36	sugar	NN1
37	is	VBZ
38	dissolved	VBN
39	,	,
40	about	II
41	minutes	NNT2
42	.	.
1	Place	VV0
2	cup	NN1
3	strawberries	NN2
4	in	II
5	a	AT1
6	blender	NN1
7	;	;
8	blend	VV0
9	on	II
10	ice	NN1
11	crush	NN1
12	setting	NN1
13	until	CS
14	smooth	JJ
15	.	.
16	Add	VB
17	the	AT
18	remaining	VBG
19	/	FO
20	cup	NN1
21	strawberries	NN2
22	,	,
23	soy	JJ
24	milk	NN1
25	,	,
26	and	CC
27	blueberries	NN2
28	;	;
29	blend	VV0
30	until	CS
31	well	RR
32	combined	VBN
33	.	.
34	Add	VB
35	acai	NN2
36	powder	VV0
37	,	,
38	flaxseed	VV0
39	oil	NN1
40	,	,
41	and	CC
42	stevia	NN1
43	with	IW
44	a	AT1
45	spoon	NN1
46	.	.
47	Blend	VV0
48	until	CS
49	smooth	JJ
50	.	.
1	Combine	VB
2	vermouth	NN1
3	and	CC
4	whisky	NN1
5	in	II
6	a	AT1
7	cocktail	NN1
8	mixing	VBG
9	class	NN1
10	.	.
11	Add	VB
12	ice	NN1
13	and	CC
14	stir	VV0
15	until	CS
16	chilled	VVN
17	.	.
18	Strain	VV0
19	into	II
20	a	AT1
21	chilled	JJ
22	cocktail	NN1
23	glass	NN1
24	.	.
1	In	II
2	an	AT1
3	electric	JJ
4	blender	NN1
5	,	,
6	blend	VV0
7	ice	NN1
8	,	,
9	pineapple	NN1
10	juice	NN1
11	,	,
12	milk	NN1
13	,	,
14	cream	NN1
15	,	,
16	and	CC
17	sugar	NN1
18	.	.
19	Blend	VV0
20	until	CS
21	smooth	JJ
22	.	.
1	Heat	NN1
2	milk	NN1
3	and	CC
4	eggnog	VV0
5	together	RL
6	in	II
7	a	AT1
8	saucepan	NN1
9	over	II
10	medium-low	JJ
11	heat	NN1
12	until	CS
13	heated	VBN
14	through	RP
15	,	,
16	about	II
17	minutes	NNT2
18	.	.
19	Stir	VB
20	in	II
21	chocolate	NN1
22	and	CC
23	mint-chocolate	JJ
24	baking	NN1
25	pieces	NN2
26	;	;
27	cook	VB
28	until	CS
29	chocolate	NN1
30	is	VBZ
31	melted	VBN
32	and	CC
33	smooth	JJ
34	,	,
35	to	II
36	more	DAR
37	minutes	NNT2
38	.	.
39	Pour	VB
40	into	II
41	mugs	NN2
42	.	.
1	Blend	VV0
2	vodka	NN1
3	,	,
4	pumpkin	NN1
5	liqueur	NN1
6	,	,
7	ice	NN1
8	,	,
9	heavy	JJ
10	whipping	JJ
11	cream	NN1
12	,	,
13	and	CC
14	simple	JJ
15	syrup	NN1
16	together	RL
17	in	II
18	a	AT1
19	blender	NN1
20	until	CS
21	creamy	JJ
22	and	CC
23	fluffy	JJ
24	.	.
25	Pour	VB
26	into	II
27	martini	NN1
28	glasses	NN2
29	and	CC
30	garnish	VV0
31	with	IW
32	a	AT1
33	pinch	NN1
34	of	IO
35	cinnamon	NN1
36	.	.
1	Blend	VV0
2	almond	NN1
3	milk	NN1
4	,	,
5	banana	NN1
6	,	,
7	rum	NN1
8	,	,
9	honey	NN1
10	,	,
11	raisins	NN2
12	,	,
13	and	CC
14	nutmeg	NN1
15	in	II
16	a	AT1
17	blender	NN1
18	until	CS
19	smooth	JJ
20	,	,
21	about	II
22	seconds	NNT2
23	.	.
1	Pour	VB
2	the	AT
3	vodka	NN1
4	,	,
5	brandy	NN1
6	and	CC
7	creme	NN131
8	de	NN132
9	menthe	NN133
10	into	II
11	a	AT1
12	shot	NN1
13	glass	NN1
14	.	.
15	Stir	VB
16	,	,
17	then	RT
18	pour	VB
19	in	II
20	the	AT
21	rum	NN1
22	.	.
23	Pour	VB
24	it	PPH1
25	into	II
26	your	APPGE
27	mouth	NN1
28	and	CC
29	gargle	NN1
30	.	.
31	Light	VV0
32	it	PPH1
33	on	II
34	fire	NN1
35	.	.
36	A	AT1
37	blue	JJ
38	flame	NN1
39	will	VM
40	appear	VB
41	,	,
42	but	CCB
43	it	PPH1
44	wont	JJ
45	burn	VB
46	your	APPGE
47	mouth	NN1
48	.	.
49	Sprinkle	VB
50	cinnamon	NN1
51	into	II
52	the	AT
53	flame	NN1
54	and	CC
55	enjoy	VB
56	the	AT
57	show	NN1
58	.	.
59	Swallow	VB
60	after	II
61	the	AT
62	flame	NN1
63	has	VBZ
64	gone	VBN
65	out	RP
66	.	.
1	Pour	VB
2	the	AT
3	margarita	NN1
4	mix	NN1
5	,	,
6	mangosteen	JJ
7	juice	NN1
8	,	,
9	and	CC
10	rum	NN1
11	into	II
12	a	AT1
13	blender	NN1
14	or	CC
15	bowl	NN1
16	of	IO
17	a	AT1
18	food	NN1
19	processor	NN1
20	.	.
21	Blend	VV0
22	until	CS
23	smooth	JJ
24	.	.
25	Gradually	RR
26	add	VB
27	the	AT
28	frozen	JJ
29	fruit	NN
30	,	,
31	and	CC
32	continue	VB
33	blending	VBG
34	.	.
35	Pour	VB
36	the	AT
37	mixture	NN1
38	into	II
39	four	MC
40	tall	JJ
41	glasses	NN2
42	and	CC
43	garnish	VV0
44	with	IW
45	mango	NN1
46	slices	NN2
47	.	.
1	Fill	VB
2	a	AT1
3	cocktail	NN1
4	shaker	NN1
5	with	IW
6	ice	NN1
7	.	.
8	Pour	VB
9	in	II
10	gin	NN1
11	,	,
12	orange	NN1
13	juice	NN1
14	,	,
15	Pernod	NP1
16	,	,
17	and	CC
18	grenadine	NN1
19	.	.
20	Shake	VV0
21	well	RR
22	and	CC
23	strain	VV0
24	into	II
25	a	AT1
26	chilled	JJ
27	glass	NN1
28	.	.
29	Garnish	VV0
30	with	IW
31	a	AT1
32	twist	NN1
33	of	IO
34	orange	JJ
35	peel	NN1
36	.	.
1	Into	II
2	an	AT1
3	empty	JJ
4	liter	NN1
5	soda	NN1
6	bottle	NN1
7	,	,
8	put	VBD
9	the	AT
10	ginger	JJ
11	root	NN1
12	,	,
13	sugar	NN1
14	,	,
15	yeast	VV0
16	,	,
17	and	CC
18	lemon	NN1
19	juice	NN1
20	.	.
21	Fill	VB
22	the	AT
23	rest	NN1
24	of	IO
25	the	AT
26	way	NN1
27	with	IW
28	water	NN1
29	.	.
30	Screw	VB
31	the	AT
32	cap	NN1
33	onto	II
34	the	AT
35	bottle	NN1
36	as	RG
37	tight	RR
38	as	CSA
39	possible	JJ
40	.	.
41	Shake	VV0
42	the	AT
43	bottle	NN1
44	well	RR
45	,	,
46	then	RT
47	leave	VB
48	at	II
49	room	NN1
50	temperature	NN1
51	until	CS
52	the	AT
53	bottle	NN1
54	is	VBZ
55	too	RG
56	hard	JJ
57	to	TO
58	squeeze	VB
59	,	,
60	about	II
61	days	NNT2
62	.	.
63	Refrigerate	VB
64	.	.
65	To	TO
66	serve	VB
67	,	,
68	pour	VB
69	through	II
70	a	AT1
71	tea	NN1
72	strainer	NN1
73	.	.
1	Place	VB
2	the	AT
3	banana	NN1
4	,	,
5	grapes	NN2
6	,	,
7	yogurt	VV0
8	,	,
9	apple	NN1
10	and	CC
11	spinach	NN1
12	into	II
13	a	AT1
14	blender	NN1
15	.	.
16	Cover	VV0
17	,	,
18	and	CC
19	blend	VV0
20	until	CS
21	smooth	JJ
22	,	,
23	stopping	VBG
24	frequently	RR
25	to	TO
26	push	VB
27	down	RP
28	anything	PN1
29	stuck	VVD
30	to	II
31	the	AT
32	sides	NN2
33	.	.
34	Pour	VB
35	into	II
36	glasses	NN2
37	and	CC
38	serve	VB
39	.	.
1	Pour	VB
2	the	AT
3	limeade	NN1
4	,	,
5	tequila	NN1
6	,	,
7	and	CC
8	beer	NN1
9	into	II
10	a	AT1
11	pitcher	NN1
12	;	;
13	stir	VV0
14	.	.
15	Fill	VB
16	tall	JJ
17	glasses	NN2
18	with	IW
19	ice	NN1
20	and	CC
21	pour	VBP
22	mixture	NN1
23	into	II
24	the	AT
25	glasses	NN2
26	;	;
27	squeeze	VB
28	a	AT1
29	lime	NN1
30	wedge	NN1
31	into	II
32	each	DD1
33	drink	NN1
34	.	.
1	Place	VB
2	the	AT
3	eggs	NN2
4	and	CC
5	sugar	NN1
6	into	II
7	a	AT1
8	pan	NN1
9	,	,
10	and	CC
11	whisk	VB
12	until	CS
13	light	NN1
14	colored	VBN
15	and	CC
16	frothy	JJ
17	.	.
18	Whisk	VB
19	in	II
20	cups	NN2
21	of	IO
22	milk	NN1
23	until	CS
24	thoroughly	RR
25	blended	VBN
26	.	.
27	Place	VB
28	the	AT
29	pan	NN1
30	over	II
31	medium	JJ
32	heat	NN1
33	,	,
34	continuing	VBG
35	to	TO
36	stir	VB
37	until	CS
38	the	AT
39	mixture	NN1
40	thickens	VBZ
41	,	,
42	and	CC
43	coats	NN2
44	the	AT
45	back	NN1
46	of	IO
47	a	AT1
48	wooden	JJ
49	spoon	NN1
50	,	,
51	about	II
52	minutes	NNT2
53	.	.
54	Remove	VB
55	from	II
56	the	AT
57	heat	NN1
58	,	,
59	and	CC
60	allow	VB
61	to	TO
62	stand	VB
63	minutes	NNT2
64	.	.
65	Stir	VB
66	in	II
67	the	AT
68	remaining	VBG
69	cups	NN2
70	of	IO
71	milk	NN1
72	,	,
73	vanilla	NN1
74	extract	NN1
75	,	,
76	and	CC
77	nutmeg	NN1
78	.	.
79	Refrigerate	VB
80	at	RR21
81	least	RR22
82	hours	NNT2
83	to	TO
84	cool	VB
85	thoroughly	RR
86	before	II
87	serving	VBG
88	.	.
1	Place	VB
2	the	AT
3	white	JJ
4	chocolate	NN1
5	in	II
6	a	AT1
7	medium	JJ
8	metal	NN1
9	bowl	NN1
10	over	II
11	a	AT1
12	pan	NN1
13	of	IO
14	barely	RR
15	simmering	VBG
16	water	NN1
17	,	,
18	or	CC
19	in	II
20	the	AT
21	top	JJ
22	half	NN1
23	of	IO
24	a	AT1
25	double	JJ
26	boiler	NN1
27	.	.
28	Allow	VB
29	the	AT
30	chocolate	NN1
31	to	TO
32	melt	VB
33	,	,
34	stirring	VBG
35	occasionally	RR
36	until	CS
37	smooth	JJ
38	.	.
39	Stir	VB
40	in	II
41	cayenne	NN1
42	pepper	NN1
43	and	CC
44	cinnamon	NN1
45	.	.
46	Whisk	VB
47	in	II
48	the	AT
49	egg	NN1
50	until	CS
51	smooth	JJ
52	.	.
53	Gradually	RR
54	whisk	VBP
55	in	II
56	one	MC1
57	cup	NN1
58	of	IO
59	the	AT
60	milk	NN1
61	until	CS
62	completely	RR
63	incorporated	VBN
64	,	,
65	about	II
66	minutes	NNT2
67	.	.
68	Gradually	RR
69	whisk	VBP
70	in	II
71	remaining	VBG
72	milk	NN1
73	,	,
74	and	CC
75	heat	NN1
76	until	CS
77	hot	JJ
78	,	,
79	but	CCB
80	not	XX
81	simmering	VBG
82	.	.
83	You	PPY
84	do	VBP
85	not	XX
86	want	VB
87	a	AT1
88	skin	NN1
89	to	TO
90	form	VB
91	on	II31
92	top	II32
93	of	II33
94	the	AT
95	milk	NN1
96	.	.
97	It	PPH1
98	will	VM
99	be	VB
100	ready	JJ
101	to	TO
102	drink	VB
103	when	RRQ
104	either	RR
105	the	AT
106	taste	NN1
107	of	IO
108	the	AT
109	cayenne	NN1
110	is	VBZ
111	masked	VBN
112	by	II
113	the	AT
114	temperature	NN1
115	of	IO
116	the	AT
117	milk	NN1
118	(	(
119	the	AT
120	spiciness	NN1
121	of	IO
122	the	AT
123	pepper	NN1
124	will	VM
125	remain	VB
126	)	)
127	,	,
128	or	CC
129	when	CS
130	the	AT
131	hot	JJ
132	chocolate	NN1
133	is	VBZ
134	at	II
135	your	APPGE
136	desired	VBN
137	temperature	NN1
138	.	.
139	Ladle	VB
140	the	AT
141	hot	JJ
142	chocolate	NN1
143	into	II
144	mugs	NN2
145	and	CC
146	garnish	VV0
147	with	IW
148	a	AT1
149	sprinkle	VB
150	of	IO
151	cinnamon	NN1
152	.	.
1	In	II
2	a	AT1
3	food	NN1
4	processor	NN1
5	,	,
6	puree	VBP
7	the	AT
8	watermelon	NN1
9	flesh	NN1
10	.	.
11	Pour	VB
12	the	AT
13	pureed	NN1
14	watermelon	NN1
15	into	II
16	empty	JJ
17	ice	NN1
18	cube	NN1
19	trays	NN2
20	and	CC
21	freeze	VB
22	for	IF
23	at	RR21
24	least	RR22
25	hours	NNT2
26	.	.
27	Also	RR
28	,	,
29	freeze	VB
30	martini	NN1
31	glasses	NN2
32	.	.
33	In	II
34	a	AT1
35	blender	NN1
36	combine	VB
37	the	AT
38	frozen	JJ
39	watermelon	NN1
40	cubes	NN2
41	,	,
42	simple	JJ
43	syrup	NN1
44	,	,
45	lemon	NN1
46	juice	NN1
47	,	,
48	vodka	NN1
49	,	,
50	and	CC
51	melon	NN1
52	liqueur	NN1
53	;	;
54	blend	VV0
55	until	CS
56	smooth	JJ
57	.	.
58	Pour	VB
59	into	II
60	frozen	JJ
61	martini	NN1
62	glasses	NN2
63	and	CC
64	garnish	VB
65	each	DD1
66	with	IW
67	a	AT1
68	lemon	NN1
69	twist	NN1
70	.	.
1	Moisten	VV0
2	the	AT
3	edges	NN2
4	of	IO
5	a	AT1
6	martini	NN1
7	glass	NN1
8	with	IW
9	a	AT1
10	little	JJ
11	lime	NN1
12	juice	NN1
13	,	,
14	and	CC
15	then	RT
16	dip	VB
17	moistened	JJ
18	edges	NN2
19	into	II
20	sugar	NN1
21	.	.
22	Place	VB
23	lemon	NN1
24	zest	NN1
25	strip	NN1
26	in	II
27	glass	NN1
28	.	.
29	Combine	VB
30	vodka	NN1
31	,	,
32	lime	NN1
33	juice	NN1
34	,	,
35	sweet	JJ
36	and	CC
37	sour	JJ
38	mix	NN1
39	,	,
40	and	CC
41	ice	NN1
42	in	II
43	a	AT1
44	shaker	NN1
45	.	.
46	Shake	VV0
47	vigorously	RR
48	,	,
49	and	CC
50	strain	VV0
51	into	II
52	a	AT1
53	martini	NN1
54	glass	NN1
55	.	.
1	In	II
2	a	AT1
3	quart	NNU1
4	jar	NN1
5	dissolve	VB
6	sugar	NN1
7	in	II
8	vodka	NN1
9	.	.
10	Pour	VB
11	in	II
12	blueberries	NN2
13	and	CC
14	cover	VB
15	the	AT
16	jar	NN1
17	.	.
18	Store	NN1
19	in	II
20	cool	JJ
21	,	,
22	dark	JJ
23	place	NN1
24	for	IF
25	months	NNT2
26	(	(
27	refrigerator	NN1
28	is	VBZ
29	okay	JJ
30	)	)
31	.	.
32	Occasionally	RR
33	shake	VB
34	gently	RR
35	.	.
36	Strain	VV0
37	and	CC
38	serve	VB
39	in	II
40	cordial	JJ
41	glasses	NN2
42	,	,
43	or	CC
44	if	CS
45	you	PPY
46	prefer	VBP
47	,	,
48	over	II
49	ice	NN1
50	.	.
1	In	II
2	a	AT1
3	large	JJ
4	punch	NN1
5	bowl	NN1
6	,	,
7	stir	VB
8	together	RL
9	the	AT
10	drink	NN1
11	mix	NN1
12	,	,
13	lemon-lime	JJ
14	soda	NN1
15	,	,
16	and	CC
17	white	JJ
18	cranberry	NN1
19	juice	NN1
20	.	.
21	Taste	NN1
22	,	,
23	and	CC
24	stir	VV0
25	in	II
26	sugar	NN1
27	to	II
28	your	APPGE
29	liking	NN1
30	.	.
31	(	(
32	I	PPIS1
33	like	VBP
34	to	TO
35	add	VB
36	the	AT
37	whole	JJ
38	cup	NN1
39	.	.
40	)	)
41	Float	VV0
42	scoops	VBZ
43	of	IO
44	ice	NN1
45	cream	NN1
46	on	II
47	the	AT
48	top	NN1
49	.	.
50	The	AT
51	ice	NN1
52	cream	NN1
53	melts	VBZ
54	somewhat	RR
55	and	CC
56	turns	VBZ
57	the	AT
58	punch	NN1
59	a	AT1
60	beautiful	JJ
61	baby	NN1
62	blue	JJ
63	color	NN1
64	with	IW
65	frothy	JJ
66	white	JJ
67	clouds	NN2
68	floating	VBG
69	on	II
70	the	AT
71	top	NN1
72	.	.
1	In	II
2	a	AT1
3	large	JJ
4	bowl	NN1
5	,	,
6	combine	VB
7	egg	NN1
8	yolks	NN2
9	,	,
10	cups	VVZ
11	sugar	NN1
12	and	CC
13	rum	NN1
14	.	.
15	Mix	VB
16	well	RR
17	,	,
18	cover	NN1
19	and	CC
20	refrigerate	VB
21	for	IF
22	hours	NNT2
23	.	.
24	Stir	VB
25	half-and-half	MF
26	into	II
27	cooled	VBN
28	yolk	NN1
29	mixture	NN1
30	.	.
31	In	II
32	a	AT1
33	large	JJ
34	bowl	NN1
35	,	,
36	whip	VV0
37	the	AT
38	heavy	JJ
39	cream	NN1
40	until	CS
41	soft	JJ
42	peaks	NN2
43	form	VBP
44	;	;
45	set	VB
46	aside	RL
47	.	.
48	In	II
49	a	AT1
50	separate	JJ
51	clean	JJ
52	bowl	NN1
53	,	,
54	with	IW
55	a	AT1
56	clean	JJ
57	whisk	VB
58	,	,
59	whip	VV0
60	egg	NN1
61	whites	NN2
62	until	CS
63	thick	JJ
64	,	,
65	then	RT
66	gradually	RR
67	add	VB
68	sugar	NN1
69	and	CC
70	whip	VV0
71	until	CS
72	peaks	NN2
73	form	VBP
74	.	.
75	Fold	VB
76	the	AT
77	whipped	VBN
78	cream	NN1
79	into	II
80	the	AT
81	egg	NN1
82	whites	NN2
83	,	,
84	then	RT
85	fold	VB
86	into	II
87	the	AT
88	yolks	NN2
89	mixture	NN1
90	.	.
91	Sprinkle	VB
92	top	NN1
93	with	IW
94	nutmeg	NN1
95	.	.
1	Place	VB
2	all	DB
3	ingredients	NN2
4	in	II
5	a	AT1
6	blender	NN1
7	.	.
8	Blend	VB
9	on	II
10	puree	NN1
11	(	(
12	or	CC
13	the	AT
14	highest	JJT
15	setting	NN1
16	)	)
17	until	CS
18	smooth	JJ
19	,	,
20	about	II
21	seconds	NNT2
22	.	.
23	Pour	VB
24	into	II
25	glasses	NN2
26	and	CC
27	serve	VB
28	.	.
1	Combine	VB
2	white	JJ
3	wine	NN1
4	,	,
5	brandy	NN1
6	,	,
7	and	CC
8	sugar	NN1
9	in	II
10	a	AT1
11	large	JJ
12	pitcher	NN1
13	,	,
14	then	RT
15	stir	VB
16	in	II
17	ice	NN1
18	.	.
19	Continue	VB
20	stirring	JJ
21	until	CS
22	the	AT
23	sugar	NN1
24	is	VBZ
25	dissolved	VBN
26	,	,
27	then	RT
28	add	VB
29	the	AT
30	lime	NN1
31	,	,
32	lemon	NN1
33	,	,
34	apples	NN2
35	,	,
36	and	CC
37	grapes	NN2
38	.	.
39	Stir	VB
40	in	II
41	the	AT
42	club	NN1
43	soda	NN1
44	.	.
1	Pour	VB
2	the	AT
3	cold	JJ
4	tea	NN1
5	into	II
6	an	AT1
7	ice	NN1
8	cube	NN1
9	tray	NN1
10	and	CC
11	freeze	NN1
12	.	.
13	Pop	VV0
14	out	RP
15	a	AT1
16	few	DA2
17	whenever	RRQV
18	youre	NN1
19	ready	JJ
20	for	IF
21	a	AT1
22	tall	JJ
23	cool	JJ
24	drink	NN1
25	.	.
1	In	II
2	a	AT1
3	large	JJ
4	pitcher	NN1
5	,	,
6	mix	VB
7	the	AT
8	red	JJ
9	wine	NN1
10	,	,
11	cups	VVZ
12	rum	NN1
13	,	,
14	cups	VVZ
15	orange	NN1
16	juice	NN1
17	,	,
18	and	CC
19	sugar	NN1
20	.	.
21	Refrigerate	VB
22	hours	NNT2
23	,	,
24	or	CC
25	overnight	RT
26	.	.
27	In	II
28	a	AT1
29	large	JJ
30	bowl	NN1
31	,	,
32	mix	VB
33	the	AT
34	strawberries	NN2
35	,	,
36	pineapple	NN1
37	chunks	NN2
38	,	,
39	and	CC
40	maraschino	NN1
41	cherries	NN2
42	.	.
43	Cover	VB
44	with	IW
45	cups	NN2
46	rum	NN1
47	and	CC
48	cups	VVZ
49	orange	NN1
50	juice	NN1
51	.	.
52	Refrigerate	VB
53	hours	NNT2
54	,	,
55	or	CC
56	overnight	RT
57	.	.
58	Drain	VB
59	the	AT
60	fruit	NN
61	(	(
62	reserve	VV0
63	the	AT
64	liquid	NN1
65	if	CS
66	desired	VBN
67	)	)
68	.	.
69	Mix	VB
70	the	AT
71	fruit	NN
72	into	II
73	the	AT
74	pitcher	NN1
75	with	IW
76	the	AT
77	sangria	NN1
78	to	TO
79	serve	VB
80	.	.
1	Sift	VB
2	together	RL
3	milk	NN1
4	powder	NN1
5	,	,
6	white	JJ
7	sugar	NN1
8	and	CC
9	cocoa	NN1
10	powder	NN1
11	.	.
12	Store	NN1
13	in	II
14	an	AT1
15	airtight	JJ
16	container	NN1
17	.	.
18	To	TO
19	prepare	VB
20	,	,
21	stir	VB
22	approximately	RR
23	heaping	VBG
24	teaspoons	NN2
25	of	IO
26	mix	NN1
27	into	II
28	cup	NN1
29	of	IO
30	hot	JJ
31	water	NN1
32	.	.
1	Place	VB
2	the	AT
3	rhubarb	NN1
4	into	II
5	a	AT1
6	saucepan	NN1
7	,	,
8	and	CC
9	pour	VB
10	in	II
11	the	AT
12	water	NN1
13	.	.
14	Cover	VV0
15	,	,
16	and	CC
17	bring	VB
18	to	II
19	a	AT1
20	simmer	VB
21	over	RP
22	medium	JJ
23	heat	NN1
24	.	.
25	Reduce	VB
26	heat	NN1
27	to	II
28	medium-low	JJ
29	,	,
30	and	CC
31	continue	VB
32	simmering	VBG
33	until	CS
34	the	AT
35	rhubarb	NN1
36	breaks	VBZ
37	down	RP
38	and	CC
39	releases	VBZ
40	its	APPGE
41	juices	NN2
42	,	,
43	about	II
44	minutes	NNT2
45	.	.
46	Strain	VV0
47	the	AT
48	juice	NN1
49	,	,
50	and	CC
51	press	VV0
52	the	AT
53	pulp	NN1
54	to	TO
55	squeeze	VB
56	out	RP
57	as	RG
58	much	DA1
59	liquid	NN1
60	as	CSA
61	you	PPY
62	can	VM
63	.	.
64	Discard	VB
65	the	AT
66	pulp	NN1
67	,	,
68	and	CC
69	stir	VB
70	the	AT
71	sugar	NN1
72	into	II
73	the	AT
74	hot	JJ
75	juice	NN1
76	.	.
77	Refrigerate	VB
78	the	AT
79	syrup	NN1
80	until	CS
81	very	RG
82	cold	JJ
83	,	,
84	at	RR21
85	least	RR22
86	hours	NNT2
87	.	.
88	To	TO
89	prepare	VB
90	the	AT
91	margaritas	NN2
92	,	,
93	place	VB
94	the	AT
95	ice	NN1
96	into	II
97	a	AT1
98	blender	NN1
99	,	,
100	then	RT
101	pour	VB
102	in	II
103	the	AT
104	tequila	NN1
105	and	CC
106	rhubarb	NN1
107	syrup	NN1
108	.	.
109	Blend	VV0
110	until	CS
111	smooth	JJ
112	,	,
113	or	CC
114	until	CS
115	pureed	NN1
116	to	II
117	your	APPGE
118	desired	VBN
119	consistency	NN1
120	.	.
121	Pour	VB
122	into	II
123	chilled	JJ
124	margarita	NN1
125	glasses	NN2
126	to	TO
127	serve	VB
128	.	.
1	In	II
2	a	AT1
3	saucepan	NN1
4	,	,
5	combine	VB
6	the	AT
