Index	Text	Lemma	POS	Semantics
196	sauce	sauce	NN1	['F1']
197	.	.	.	['PUNCT']
198	Layer	layer	VV0	['O2', 'A4.1']
199	each	each	DD1	['N6+']
200	chicken	chicken	NN1	['N6+']
201	breast	breast	NN1	['B1', 'F1', 'O2']
202	with	with	IW	['Z5']
203	equal	equal	JJ	['A6.1+++']
204	amounts	amount	NN2	['N5']
205	of	of	IO	['Z5']
206	mozzarella	mozzarella	NN1	['F1']
207	cheese	cheese	NN1	['F1']
208	,	,	,	['PUNCT']
209	fresh	fresh	JJ	['T3-', 'O4.2+', 'B1', 'W4', 'S1.2.3+']
210	basil	basil	NN1	['F2', 'L3']
211	,	,	,	['PUNCT']
212	and	and	CC	['Z5']
213	provolone	provolone	VV0	['Z99']
214	cheese	cheese	NN1	['F1']
215	.	.	.	['PUNCT']
216	Sprinkle	sprinkle	VB	['A1.1.1']
217	to	to	II	['Z5']
218	tablespoons	tablespoon	NN2	['Z2', 'Z3c']
219	of	of	IO	['Z2', 'Z3c']
220	Parmesan	Parmesan	JJ	['Z2', 'Z3c']
221	cheese	cheese	NN1	['F1']
222	on	on	II	['S7.1+', 'M6', 'N5++']
223	top	top	NN1	['S7.1+', 'M6', 'N5++']
224	and	and	CC	['Z5']
225	drizzle	drizzle	NN1	['W4', 'M2']
226	with	with	IW	['Z5']
227	tablespoon	tablespoon	NN1	['O2/F1']
228	olive	olive	NN1	['F1']
229	oil	oil	NN1	['F1']
230	.	.	.	['PUNCT']
231	Bake	Bake	VB	['F1', 'O4.6']
232	in	in	II	['Z5']
233	the	the	AT	['Z5']
234	preheated	preheated	JJ	['N4/O4.6+']
235	oven	oven	NN1	['O2/F1']
236	until	until	CS	['Z5']
237	cheese	cheese	NN1	['F1']
238	is	be	VBZ	['A3+', 'Z5']
239	browned	brown	VBN	['O4.3']
240	and	and	CC	['Z5']
241	bubbly	bubbly	JJ	['F2']
242	,	,	,	['PUNCT']
243	and	and	CC	['Z5']
244	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
245	breasts	breast	NN2	['B1', 'E1', 'B5', 'F1']
246	are	be	VBP	['A3+', 'Z5']
247	no	no	RR21	['T2-']
248	longer	long	RR22	['T2-']
249	pink	pink	JJ	['O4.3']
250	in	in	II	['Z5']
251	the	the	AT	['Z5']
252	center	center	NN1	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
253	,	,	,	['PUNCT']
254	to	to	II	['Z5']
255	minutes	minute	NNT2	['T1.3', 'Q1.2']
256	.	.	.	['PUNCT']
257	An	an	AT1	['Z5']
258	instant-read	instant read	JJ	['T1.1.2', 'Q1.2']
261	thermometer	thermometer	NN1	['O4.6']
262	inserted	insert	VBN	['A1.1.1']
263	into	into	II	['Z5']
264	the	the	AT	['Z5']
265	center	center	NN1	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
266	should	should	VM	['S6+', 'A7+']
267	read	read	VB	['Q3', 'Q1.2', 'X3.2+', 'X2.5+', 'P1', 'A10+']
268	at	at	RR21	['Z5']
269	least	least	RR22	['N5.1-', 'A11.1---']
270	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
271	F	F	ZZ1	['Z5']
272	(	(	(	['PUNCT']
273	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
274	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
275	)	)	)	['PUNCT']
276	.	.	.	['PUNCT']
1	Combine	Combine	VB	['S5+c', 'F4']
2	peeled	peel	VBN	['F1/L3', 'A1.1.1', 'B1']
3	shrimp	shrimp	NN1	['L2mfnc', 'F1c', 'N3.2-/S2mf']
4	,	,	,	['PUNCT']
5	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
6	,	,	,	['PUNCT']
7	and	and	CC	['Z5']
8	Cajun	Cajun	NP1	['Z99']
9	seasoning	season	NN1	['F1']
10	in	in	II	['Z5']
11	a	a	AT1	['Z5']
12	medium	medium	JJ	['N3.2', 'N3.1']
13	bowl	bowl	NN1	['O2']
14	.	.	.	['PUNCT']
15	Set	set	VB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
16	aside	aside	RL	['M6', 'A10-', 'A9+']
17	.	.	.	['PUNCT']
18	Bring	bring	VB	['M2', 'A2.2']
19	a	a	AT1	['Z5']
20	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
21	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
22	of	of	IO	['Z5']
23	lightly	lightly	RR	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
24	salted	salt	VBN	['F1']
25	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
26	to	to	II	['Z5']
27	a	a	AT1	['Z5']
28	boil	boil	NN1	['B2-', 'O4.6+@']
29	.	.	.	['PUNCT']
30	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
31	pasta	pasta	NN1	['F1']
32	and	and	CC	['Z5']
33	cook	cook	VB	['F1']
34	for	for	IF	['Z5']
35	to	to	II	['Z5']
36	minutes	minute	NNT2	['T1.3', 'Q1.2']
37	or	or	CC	['Z5']
38	until	until	CS	['Z5']
39	al	al	RR21	['Z1mf', 'Z3c']
40	dente	dente	RR22	['Z1mf', 'Z3c']
41	;	;	;	['PUNCT']
42	drain	drain	VV0	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
43	.	.	.	['PUNCT']
44	Meanwhile	meanwhile	RR	['T1.1.2']
45	,	,	,	['PUNCT']
46	melt	melt	VB	['A2.1+', 'O4.6+']
47	butter	butter	NN1	['F1']
48	over	over	II	['Z5']
49	medium	medium	JJ	['N3.2', 'N3.1']
50	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
51	in	in	II	['Z5']
52	a	a	AT1	['Z5']
53	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
54	frying	fry	VBG	['F1']
55	pan	pan	NN1	['O2']
56	.	.	.	['PUNCT']
57	Cook	cook	VB	['F1']
58	and	and	CC	['Z5']
59	stir	stir	VB	['A1.1.1', 'M1']
60	mushrooms	mushroom	NN2	['T1.3']
61	and	and	CC	['T1.3']
62	shallot	shallot	NN1	['T1.3']
63	in	in	II	['Z5']
64	butter	butter	NN1	['F1']
65	until	until	CS	['Z5']
66	tender	tender	JJ	['I2.2']
67	.	.	.	['PUNCT']
68	Remove	remove	VB	['M2']
69	from	from	II	['Z5']
70	pan	pan	NN1	['O2']
71	.	.	.	['PUNCT']
72	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
73	shrimp	shrimp	NN1	['L2mfnc', 'F1c', 'N3.2-/S2mf']
74	cook	cook	NN1	['F1/S2mf']
75	until	until	CS	['Z5']
76	shrimp	shrimp	NN1	['L2mfnc', 'F1c', 'N3.2-/S2mf']
77	turn	turn	VBP	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
78	pink	pink	NN1	['B5']
79	about	about	RPK	['Z5']
80	to	to	TO	['Z5']
81	minutes	minute	NNT2	['T1.3', 'Q1.2']
82	.	.	.	['PUNCT']
83	Remove	remove	VB	['M2']
84	from	from	II	['Z5']
85	pan	pan	NN1	['O2']
86	.	.	.	['PUNCT']
87	Add	Add	VB	['N5+/A2.1', 'N2', 'A1.8+']
88	/	/	FO	['Z99']
89	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
90	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
91	broth	broth	NN1	['F1']
92	to	to	TO	['Z5']
93	pan	pan	VVI	['O2']
94	,	,	,	['PUNCT']
95	and	and	CC	['Z5']
96	bring	bring	VB	['M2', 'A2.2']
97	to	to	II	['Z5']
98	a	a	AT1	['Z5']
99	boil	boil	NN1	['B2-', 'O4.6+@']
100	.	.	.	['PUNCT']
101	Cook	Cook	VB	['Z1mf']
102	,	,	,	['PUNCT']
103	uncovered	uncovered	VBN	['A10+']
104	,	,	,	['PUNCT']
105	until	until	CS	['Z5']
106	reduced	reduce	VBN	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
107	to	to	II	['Z5']
108	/	/	FO	['Z99']
109	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
110	(	(	(	['PUNCT']
111	to	to	II	['Z5']
112	minutes	minute	NNT2	['T1.3', 'Q1.2']
113	)	)	)	['PUNCT']
114	.	.	.	['PUNCT']
115	In	in	II	['Z5']
116	a	a	AT1	['Z5']
117	small	small	JJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
118	bowl	bowl	NN1	['O2']
119	,	,	,	['PUNCT']
120	stir	stir	VB	['A1.1.1', 'M1']
121	together	together	RL	['S5+', 'T1.1.2', 'M6']
122	sour	sour	JJ	['X3.1', 'S1.2.1-']
123	cream	cream	NN1	['T1.3']
124	and	and	CC	['T1.3']
125	cornstarch	cornstarch	VV0	['T1.3']
126	;	;	;	['PUNCT']
127	mix	mix	VV0	['A2.1+', 'S1.1.3+', 'K3']
128	in	in	II	['Z5']
129	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
130	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
131	broth	broth	NN1	['F1']
132	.	.	.	['PUNCT']
133	Stir	stir	VB	['A1.1.1', 'M1']
134	into	into	II	['Z5']
135	reduced	reduce	VBN	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
136	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
137	broth	broth	NN1	['F1']
138	in	in	II	['Z5']
139	the	the	AT	['Z5']
140	frying	fry	VBG	['F1']
141	pan	pan	NN1	['O2']
142	.	.	.	['PUNCT']
143	Cook	cook	VB	['F1']
144	and	and	CC	['Z5']
145	stir	stir	VB	['A1.1.1', 'M1']
146	until	until	CS	['Z5']
147	thick	thick	JJ	['N3.7+', 'N3.2+', 'N5+', 'X9.1-', 'O4.5', 'A10-', 'A11.2+', 'O4.3@', 'O4.2-@']
148	and	and	CC	['Z5']
149	bubbly	bubbly	JJ	['F2']
150	.	.	.	['PUNCT']
151	Cook	cook	VB	['F1/S2mf']
152	minute	minute	NNT1	['T1.3', 'Q1.2']
153	more	more	RRR	['A13.3', 'N6++']
154	.	.	.	['PUNCT']
155	Stir	stir	VB	['A1.1.1', 'M1']
156	in	in	II	['Z5']
157	shrimp	shrimp	NN1	['L2mfnc', 'F1c', 'N3.2-/S2mf']
158	,	,	,	['PUNCT']
159	mushroom	mushroom	NN1	['L3', 'F1']
160	mixture	mixture	NN1	['O1.1', 'A6.3+']
161	,	,	,	['PUNCT']
162	roasted	roasted	VVD	['F1', 'O4.6+']
163	red	red	JJ	['O4.3', 'G1.2']
164	peppers	pepper	NN2	['F1']
165	,	,	,	['PUNCT']
166	and	and	CC	['Z5']
167	capers	caper	NN2	['L3', 'G2.2-']
168	.	.	.	['PUNCT']
169	Heat	heat	VB	['O4.6+']
170	through	through	RP	['Z5']
171	,	,	,	['PUNCT']
172	and	and	CC	['Z5']
173	season	season	NNT1	['T1.3']
174	to	to	TO	['Z5']
175	taste	taste	VVI	['X3.1', 'F1', 'X2.2']
176	.	.	.	['PUNCT']
177	Serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
178	over	over	RP	['Z5']
179	pasta	pasta	NN1	['F1']
180	.	.	.	['PUNCT']
1	Preheat	preheat	VB	['Z99']
2	an	an	AT1	['Z5']
3	oven	oven	NN1	['O2/F1']
4	to	to	II	['Z5']
5	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
6	F	F	ZZ1	['Z5']
7	(	(	(	['PUNCT']
8	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
9	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
10	)	)	)	['PUNCT']
11	.	.	.	['PUNCT']
12	Grease	grease	VV0	['A1.1.1', 'F1']
13	a	a	AT1	['Z5']
14	baking	baking	NN1	['F1/O2']
15	dish	dish	NN1	['F1/O2']
16	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
17	enough	enough	RR	['N5+', 'N6+', 'A13.3']
18	to	to	TO	['Z5']
19	hold	hold	VB	['M2', 'A1.1.1', 'A9+', 'X2.1', 'S7.1+/A1.7+']
20	the	the	AT	['Z5']
21	tenderloin	tenderloin	NN1	['Z99']
22	without	without	IW	['Z5']
23	folding	fold	VBG	['A5.4+']
24	it	it	PPH1	['A5.4+']
25	.	.	.	['PUNCT']
26	Heat	heat	VB	['O4.6+']
27	the	the	AT	['Z5']
28	olive	olive	JJ	['O4.3']
29	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
30	in	in	II	['Z5']
31	a	a	AT1	['Z5']
32	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
33	skillet	skillet	NN1	['Z99']
34	over	over	II	['Z5']
35	medium-high	medium high	JJ	['N3.2', 'N3.1', 'N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
38	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
39	,	,	,	['PUNCT']
40	and	and	CC	['Z5']
41	brown	brown	VV0	['O4.3']
42	the	the	AT	['Z5']
43	pork	pork	NN1	['F1']
44	tenderloin	tenderloin	NN1	['Z99']
45	on	on	II	['S8+']
46	all	all	DB	['S8+']
47	sides	side	NN2	['S8+']
48	.	.	.	['PUNCT']
49	Remove	remove	VB	['M2']
50	the	the	AT	['Z5']
51	browned	brown	VBN	['O4.3']
52	tenderloin	tenderloin	NN1	['Z99']
53	to	to	II	['Z5']
54	the	the	AT	['Z5']
55	prepared	prepared	JJ	['X7+', 'O4.1']
56	baking	baking	NN1	['F1/O2']
57	dish	dish	NN1	['F1/O2']
58	.	.	.	['PUNCT']
59	Sprinkle	sprinkle	VB	['A1.1.1']
60	all	all	DB	['N5.1+']
61	sides	side	NN2	['Df/A5.1+++mfnc']
62	of	of	IO	['Df/A5.1+++mfnc']
63	the	the	AT	['Df/A5.1+++mfnc']
64	meat	meat	NN1	['Df/A5.1+++mfnc']
65	with	with	IW	['Z5']
66	salt	salt	NN1	['F1', 'O1.1']
67	,	,	,	['PUNCT']
68	pepper	pepper	NN1	['F1']
69	,	,	,	['PUNCT']
70	and	and	CC	['Z5']
71	parsley	parsley	NN1	['F1', 'L3']
72	.	.	.	['PUNCT']
73	Cook	cook	VB	['F1']
74	and	and	CC	['Z5']
75	stir	stir	VB	['A1.1.1', 'M1']
76	the	the	AT	['Z5']
77	onion	onion	NN1	['T1.3']
78	and	and	CC	['T1.3']
79	apple	apple	NN1	['T1.3']
80	in	in	II	['Z5']
81	the	the	AT	['Z5']
82	same	same	DA	['A6.1+++']
83	skillet	skillet	NN1	['Z99']
84	over	over	II	['Z5']
85	medium	medium	JJ	['N3.2', 'N3.1']
86	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
87	until	until	CS	['Z5']
88	the	the	AT	['Z5']
89	onion	onion	NN1	['F1']
90	becomes	become	VBZ	['A2.1+', 'O4.2+']
91	soft	soft	JJ	['O4.5', 'X3.2-', 'O4.3', 'O4.1', 'S1.2.5-', 'A12+']
92	,	,	,	['PUNCT']
93	about	about	II	['Z5']
94	minutes	minute	NNT2	['T1.3', 'Q1.2']
95	,	,	,	['PUNCT']
96	and	and	CC	['Z5']
97	pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
98	in	in	II	['Z5']
99	the	the	AT	['Z5']
100	Riesling	Riesling	JJ	['T1.3']
101	wine	wine	NN1	['T1.3']
102	.	.	.	['PUNCT']
103	Scrape	scrape	VB	['A1.1.1', 'S7.1-']
104	all	all	DB	['N5.1+']
105	the	the	AT	['Z5']
106	browned	brown	JJ	['O4.3']
107	flavor	flavor	NN1	['X3.1', 'O4.1']
108	bits	bit	NN2	['N5-', 'N5.1-', 'O2', 'Y2']
109	off	off	II	['Z5', 'E2-']
110	the	the	AT	['Z5']
111	bottom	bottom	NN1	['Df/A5.1+++mfnc']
112	of	of	IO	['Df/A5.1+++mfnc']
113	the	the	AT	['Df/A5.1+++mfnc']
114	skillet	skillet	NN1	['Df/A5.1+++mfnc']
115	and	and	CC	['Z5']
116	stir	stir	VV0	['A1.1.1', 'M1']
117	to	to	TO	['Z5']
118	help	help	VB	['S8+']
119	dissolve	dissolve	VB	['A5.4+']
120	them	they	PPHO2	['A5.4+']
121	into	into	II	['Z5']
122	the	the	AT	['Z5']
123	wine	wine	NN1	['F2']
124	.	.	.	['PUNCT']
125	Bring	bring	VB	['M2', 'A2.2']
126	to	to	II	['Z5']
127	a	a	AT1	['Z5']
128	boil	boil	NN1	['B2-', 'O4.6+@']
129	,	,	,	['PUNCT']
130	and	and	CC	['Z5']
131	pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
132	the	the	AT	['Z5']
133	onion	onion	NN1	['F1']
134	,	,	,	['PUNCT']
135	apple	apple	NN1	['L3', 'F1']
136	,	,	,	['PUNCT']
137	and	and	CC	['Z5']
138	wine	wine	NN1	['F2']
139	mixture	mixture	NN1	['O1.1', 'A6.3+']
140	over	over	II	['Z5']
141	the	the	AT	['Z5']
142	tenderloin	tenderloin	NN1	['Z99']
143	.	.	.	['PUNCT']
144	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
145	together	together	RL	['S5+', 'T1.1.2', 'M6']
146	the	the	AT	['Z5']
147	apple	apple	NN1	['L3', 'F1']
148	jelly	jelly	NN1	['F1']
149	and	and	CC	['Z5']
150	balsamic	balsamic	JJ	['F1', 'O1.2']
151	vinegar	vinegar	NN1	['F1', 'O1.2']
152	in	in	II	['Z5']
153	a	a	AT1	['Z5']
154	bowl	bowl	NN1	['O2']
155	until	until	CS	['Z5']
156	the	the	AT	['Z5']
157	mixture	mixture	NN1	['O1.1', 'A6.3+']
158	is	be	VBZ	['A3+', 'Z5']
159	smooth	smooth	JJ	['O4.5']
160	and	and	CC	['Z5']
161	without	without	IW	['Z5']
162	lumps	lump	NN2	['O4.4']
163	.	.	.	['PUNCT']
164	Spread	spread	VB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
165	the	the	AT	['Z5']
166	jelly	jelly	NN1	['F1']
167	mixture	mixture	NN1	['O1.1', 'A6.3+']
168	all	all	RR	['N5.1+']
169	over	over	II	['N5.1+']
170	the	the	AT	['Z5']
171	pork	pork	NN1	['F1']
172	.	.	.	['PUNCT']
173	Bake	bake	VB	['F1', 'O4.6']
174	loin	loin	NN1	['F1']
175	in	in	II	['Z5']
176	the	the	AT	['Z5']
177	preheated	preheated	JJ	['N4/O4.6+']
178	oven	oven	NN1	['O2/F1']
179	until	until	CS	['Z5']
180	an	an	AT1	['Z5']
181	instant-read	instant read	JJ	['T1.1.2', 'Q1.2']
184	thermometer	thermometer	NN1	['O4.6']
185	inserted	insert	VBN	['A1.1.1']
186	into	into	II	['Z5']
187	the	the	AT	['Z5']
188	center	center	NN1	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
189	reads	read	VBZ	['Q3', 'Q1.2', 'X3.2+', 'X2.5+', 'P1', 'A10+']
190	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
191	F	F	ZZ1	['Z5']
192	(	(	(	['PUNCT']
193	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
194	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
195	)	)	)	['PUNCT']
196	,	,	,	['PUNCT']
197	to	to	II	['Z5']
198	minutes	minute	NNT2	['T1.3', 'Q1.2']
199	.	.	.	['PUNCT']
200	Allow	allow	VB	['S7.4+', 'S8+', 'X2.1']
201	the	the	AT	['Z5']
202	tenderloin	tenderloin	NN1	['Z99']
203	to	to	TO	['Z5']
204	rest	rest	VB	['E3+', 'M6', 'A3+', 'A2.2']
205	for	for	IF	['Z5']
206	minutes	minute	NNT2	['T1.3', 'Q1.2']
207	before	before	II	['Z5']
208	slicing	slicing	VBG	['Z99']
209	,	,	,	['PUNCT']
210	and	and	CC	['Z5']
211	serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
212	each	each	DD1	['N6+']
213	slice	slice	NN1	['N6+']
214	with	with	IW	['Z5']
215	a	a	AT1	['Z5']
216	spoonful	spoonful	NN1	['N5']
217	of	of	IO	['Z5']
218	the	the	AT	['Z5']
219	apple-onion	apple onion	JJ	['L3', 'F1', 'F1']
222	mixture	mixture	NN1	['O1.1', 'A6.3+']
223	.	.	.	['PUNCT']
1	Prepare	prepare	VB	['A1.1.1', 'F1']
2	pasta	pasta	NN1	['F1']
3	according	accord	VBG	['A9-', 'A6.1+']
4	to	to	II22	['Z5']
5	package	package	NN1	['O2', 'A1.8+', 'Y2']
6	directions	direction	NN2	['M6', 'Q2.2', 'Q2.2', 'S7.1+', 'X4.2', 'K4']
7	;	;	;	['PUNCT']
8	drain	drain	VB	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
9	and	and	CC	['Z5']
10	set	set	VB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
11	aside	aside	RL	['M6', 'A10-', 'A9+']
12	.	.	.	['PUNCT']
13	Saute	saute	VV0	['Z99']
14	sausage	sausage	NN1	['F1', 'O4.4']
15	in	in	II	['Z5']
16	a	a	AT1	['Z5']
17	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
18	skillet	skillet	NN1	['Z99']
19	over	over	II	['Z5']
20	medium-high	medium high	JJ	['N3.2', 'N3.1', 'N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
23	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
24	for	for	IF	['Z5']
25	minutes	minute	NNT2	['T1.3', 'Q1.2']
26	,	,	,	['PUNCT']
27	turning	turn	VBG	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
28	occasionally	occasionally	RR	['N6-']
29	.	.	.	['PUNCT']
30	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
31	cream	cream	NN1	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
32	and	and	CC	['Z5']
33	Cajun	Cajun	NP1	['T1.3']
34	seasoning	seasoning	NN1	['T1.3']
35	;	;	;	['PUNCT']
36	bring	bring	VB	['M2', 'A2.2']
37	to	to	II	['Z5']
38	a	a	AT1	['Z5']
39	boil	boil	NN1	['B2-', 'O4.6+@']
40	.	.	.	['PUNCT']
41	Reduce	reduce	VB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
42	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
43	;	;	;	['PUNCT']
44	simmer	simmer	VB	['F1']
45	gently	gently	RR	['E3+']
46	for	for	IF	['Z5']
47	minutes	minute	NNT2	['T1.3', 'Q1.2']
48	or	or	CC	['Z5']
49	until	until	CS	['Z5']
50	mixture	mixture	NN1	['O1.1', 'A6.3+']
51	begins	begin	VBZ	['T2+']
52	to	to	TO	['Z5']
53	thicken	thicken	VB	['O4.5', 'N5+']
54	.	.	.	['PUNCT']
55	Remove	remove	VB	['M2']
56	from	from	II	['Z5']
57	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
58	,	,	,	['PUNCT']
59	stir	stir	VV0	['A1.1.1', 'M1']
60	in	in	II	['Z5']
61	Parmesan	Parmesan	JJ	['F1']
62	cheese	cheese	NN1	['F1']
63	.	.	.	['PUNCT']
64	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
65	pasta	pasta	NN1	['F1']
66	to	to	II	['Z5']
67	sauce	sauce	NN1	['S1.2.4-']
68	and	and	CC	['Z5']
69	toss	toss	VB	['M2', 'F1', 'M1']
70	.	.	.	['PUNCT']
1	Cut	cut	VB	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
2	off	off	RP	['Z5', 'E2-']
3	tops	top	NN2	['M6', 'N5.1-', 'O2', 'B5', 'K6', 'N5.1+']
4	of	of	IO	['Z5']
5	peppers	pepper	NN2	['F1']
6	,	,	,	['PUNCT']
7	and	and	CC	['Z5']
8	remove	remove	VB	['M2']
9	ribs	rib	NN2	['T1.3']
10	and	and	CC	['T1.3']
11	seeds	seed	NN2	['T1.3']
12	.	.	.	['PUNCT']
13	Chop	Chop	VB	['Z1mf', 'T1.3']
14	edible	edible	JJ	['Z1mf', 'T1.3']
15	portions	portion	NN2	['N5']
16	of	of	IO	['Z5']
17	tops	top	NN2	['M6', 'N5.1-', 'O2', 'B5', 'K6', 'N5.1+']
18	;	;	;	['PUNCT']
19	set	set	VB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
20	aside	aside	RL	['M6', 'A10-', 'A9+']
21	.	.	.	['PUNCT']
22	Bring	bring	VB	['M2', 'A2.2']
23	a	a	AT1	['Z5']
24	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
25	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
26	of	of	IO	['Z5']
27	salted	salt	VBN	['F1']
28	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
29	to	to	II	['Z5']
30	a	a	AT1	['Z5']
31	boil	boil	NN1	['B2-', 'O4.6+@']
32	.	.	.	['PUNCT']
33	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
34	peppers	pepper	NN2	['F1']
35	,	,	,	['PUNCT']
36	reduce	reduce	VB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
37	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
38	,	,	,	['PUNCT']
39	and	and	CC	['Z5']
40	simmer	simmer	VBP	['F1']
41	until	until	CS	['Z5']
42	tender	tender	JJ	['I2.2']
43	but	but	CCB	['Z5']
44	still	still	RR	['T2++', 'Z4', 'E3+']
45	firm	firm	JJ	['O4.5', 'A7+', 'A1.7+']
46	,	,	,	['PUNCT']
47	about	about	II	['Z5']
48	minutes	minute	NNT2	['T1.3', 'Q1.2']
49	.	.	.	['PUNCT']
50	Drain	drain	VB	['B4/H2']
51	and	and	CC	['Z5']
52	set	set	VB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
53	aside	aside	RL	['M6', 'A10-', 'A9+']
54	.	.	.	['PUNCT']
55	Heat	heat	VB	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
56	butter	butter	NN1	['F1']
57	in	in	II	['Z5']
58	a	a	AT1	['Z5']
59	medium	medium	JJ	['N3.2', 'N3.1']
60	skillet	skillet	NN1	['Z99']
61	.	.	.	['PUNCT']
62	Saute	Saute	VV0	['Z99']
63	reserved	reserve	VBN	['A9+']
