Index	Text	POS CLAWS
105	)	)
106	.	.
107	Wrap	VV0
108	slices	NN2
109	bacon	NN1
110	around	II
111	each	DD1
112	chicken	NN1
113	breast	NN1
114	.	.
115	Cook	VV0
116	in	II
117	preheated	JJ
118	oven	NN1
119	for	IF
120	minutes	NNT2
121	.	.
122	Turn	VV0
123	chicken	NN1
124	,	,
125	and	CC
126	cook	NN1
127	minutes	NNT2
128	more	RRR
129	.	.
130	Remove	VV0
131	from	II
132	oven	NN1
133	,	,
134	and	CC
135	sprinkle	VV0
136	chicken	NN1
137	with	IW
138	Parmesan	NP1
139	.	.
140	Return	VV0
141	to	II
142	oven	NN1
143	,	,
144	and	CC
145	cook	VV0
146	until	CS
147	cheese	NN1
148	is	VBZ
149	melted	VVN
150	,	,
151	about	RPK
152	to	TO
153	minutes	NNT2
154	.	.

1	Season	NNT1
2	pork	NN1
3	chops	NN2
4	with	IW
5	salt	NN1
6	and	CC
7	black	JJ
8	pepper	NN1
9	.	.
10	Heat	NN1
11	oil	NN1
12	and	CC
13	butter	NN1
14	in	II
15	a	AT1
16	heavy	JJ
17	skillet	NN1
18	over	II
19	medium-high	JJ
20	heat	NN1
21	.	.
22	Cook	NP1
23	pork	NN1
24	chops	NN2
25	in	II
26	the	AT
27	hot	JJ
28	oil	NN1
29	mixture	NN1
30	until	CS
31	browned	VVN
32	on	II
33	both	RR
34	sides	NN2
35	and	CC
36	pork	NN1
37	is	VBZ
38	slightly	RR
39	pink	JJ
40	in	II
41	the	AT
42	center	NN1
43	,	,
44	to	II
45	minutes	NNT2
46	per	II
47	side	NN1
48	.	.
49	An	AT1
50	instant-read	JJ
51	thermometer	NN1
52	inserted	VVN
53	into	II
54	the	AT
55	center	NN1
56	should	VM
57	read	VVI
58	at	RR21
59	least	RR22
60	degrees	NN2
61	F	ZZ1
62	(	(
63	degrees	NN2
64	C	ZZ1
65	)	)
66	.	.
67	Remove	VV0
68	pan	NN1
69	from	II
70	the	AT
71	heat	NN1
72	;	;
73	transfer	VV0
74	pork	NN1
75	chops	NN2
76	to	II
77	a	AT1
78	plate	NN1
79	.	.
80	Stir	VV0
81	garlic	NN1
82	into	II
83	the	AT
84	pan	NN1
85	and	CC
86	place	VV0
87	over	RP
88	medium-high	JJ
89	heat	NN1
90	;	;
91	cook	VV0
92	and	CC
93	stir	VV0
94	for	IF
95	seconds	NNT2
96	.	.
97	Pour	VV0
98	in	II
99	vinegar	NN1
100	and	CC
101	scrape	VV0
102	up	RP
103	any	DD
104	browned	JJ
105	bits	NN2
106	from	II
107	the	AT
108	bottom	NN1
109	of	IO
110	the	AT
111	pan	NN1
112	.	.
113	Add	VV0
114	apple	NN1
115	cider	NN1
116	and	CC
117	Dijon	NP1
118	mustard	NN1
119	,	,
120	bring	VV0
121	mixture	NN1
122	to	II
123	a	AT1
124	boil	NN1
125	,	,
126	and	CC
127	cook	VV0
128	until	CS
129	sauce	NN1
130	is	VBZ
131	reduced	VVN
132	and	CC
133	thick	JJ
134	,	,
135	to	II
136	minutes	NNT2
137	.	.
138	Stir	VV0
139	in	II
140	rosemary	NN1
141	and	CC
142	red	JJ
143	pepper	NN1
144	flakes	NN2
145	;	;
146	season	NNT1
147	with	IW
148	salt	NN1
149	and	CC
150	black	JJ
151	pepper	NN1
152	to	TO
153	taste	VVI
154	.	.
155	Return	VV0
156	pork	NN1
157	chops	NN2
158	to	II
159	the	AT
160	pan	NN1
161	to	TO
162	warm	VVI
163	slightly	RR
164	,	,
165	to	II
166	minutes	NNT2
167	per	II
168	side	NN1
169	.	.

1	In	II
2	a	AT1
3	shallow	JJ
4	glass	NN1
5	dish	NN1
6	,	,
7	mix	VV0
8	the	AT
9	oil	NN1
10	,	,
11	lime	NN1
12	juice	NN1
13	,	,
14	lime	NN1
15	zest	NN1
16	,	,
17	garlic	NN1
18	,	,
19	oregano	NN1
20	,	,
21	red	JJ
22	pepper	NN1
23	flakes	NN2
24	,	,
25	salt	NN1
26	,	,
27	and	CC
28	black	JJ
29	pepper	NN1
30	.	.
31	Add	VV0
32	chicken	NN1
33	,	,
34	and	CC
35	turn	VV0
36	to	TO
37	coat	VVI
38	.	.
39	Cover	VV0
40	,	,
41	and	CC
42	marinate	VVI
43	in	II
44	the	AT
45	refrigerator	NN1
46	for	IF
47	hour	NNT1
48	,	,
49	turning	VVG
50	occasionally	RR
51	.	.
52	Preheat	VV0
53	grill	NN1
54	for	IF
55	medium-high	JJ
56	heat	NN1
57	.	.
58	Lightly	RR
59	oil	VV0
60	the	AT
61	grill	NN1
62	grate	NN1
63	.	.
64	Drain	VV0
65	and	CC
66	discard	VV0
67	marinade	NN1
68	.	.
69	Grill	NN1
70	chicken	NN1
71	for	IF
72	to	II
73	minutes	NNT2
74	each	DD1
75	side	NN1
76	,	,
77	or	CC
78	until	CS
79	juices	NN2
80	run	VV0
81	clear	JJ
82	.	.

1	In	II
2	a	AT1
3	large	JJ
4	skillet	NN1
5	over	II
6	medium	JJ
7	heat	NN1
8	,	,
9	brown	VV0
10	the	AT
11	Italian	JJ
12	sausage	NN1
13	until	CS
14	the	AT
15	inside	NN1
16	is	VBZ
17	no	RR21
18	longer	RR22
19	pink	JJ
20	.	.
21	Cut	VV0
22	sausage	NN1
23	into	II
24	/	FO
25	inch	NNU1
26	slices	NN2
27	,	,
28	and	CC
29	continue	VV0
30	cooking	NN1
31	until	CS
32	browned	VVN
33	.	.
34	Stir	VV0
35	in	II
36	the	AT
37	zucchini	NN
38	,	,
39	yellow	JJ
40	squash	NN1
41	,	,
42	and	CC
43	onion	NN1
44	;	;
45	cook	VV0
46	and	CC
47	stir	VV0
48	for	IF
49	minutes	NNT2
50	.	.
51	Pour	VV0
52	in	II
53	the	AT
54	tomatoes	NN2
55	,	,
56	with	IW
57	liquid	NN1
58	.	.
59	Reduce	VV0
60	heat	NN1
61	,	,
62	cover	VV0
63	,	,
64	and	CC
65	simmer	VV0
66	for	IF
67	to	II
68	minutes	NNT2
69	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	and	CC
11	pre-bake	VV0
12	crusts	NN2
13	for	IF
14	minutes	NNT2
15	.	.
16	Set	VV0
17	aside	RL
18	to	TO
19	cool	VVI
20	on	II
21	racks	NN2
22	.	.
23	In	II
24	a	AT1
25	large	JJ
26	skillet	NN1
27	,	,
28	saute	VV0
29	green	JJ
30	pepper	NN1
31	,	,
32	onion	NN1
33	and	CC
34	mushrooms	NN2
35	until	CS
36	onions	NN2
37	are	VBR
38	soft	JJ
39	and	CC
40	translucent	JJ
41	.	.
42	Remove	VV0
43	from	II
44	heat	NN1
45	and	CC
46	set	VV0
47	aside	RL
48	.	.
49	In	II
50	a	AT1
51	large	JJ
52	bowl	NN1
53	,	,
54	mix	VV0
55	eggs	NN2
56	and	CC
57	cream	NN1
58	together	RL
59	.	.
60	Stir	VV0
61	in	II
62	the	AT
63	shredded	JJ
64	Jack	NP1
65	and	CC
66	Swiss	JJ
67	cheese	NN1
68	,	,
69	chopped	JJ
70	ham	NN1
71	and	CC
72	sauteed	VV0
73	vegetables	NN2
74	.	.
75	Stir	VV0
76	in	II
77	vinegar	NN1
78	and	CC
79	season	NNT1
80	with	IW
81	tarragon	NN1
82	,	,
83	garlic	NN1
84	powder	NN1
85	,	,
86	nutmeg	NN1
87	,	,
88	parsley	NN1
89	,	,
90	salt	NN1
91	and	CC
92	pepper	NN1
93	.	.
94	Divide	VV0
95	filling	VVG
96	into	II
97	the	AT
98	baked	JJ
99	pie	NN1
100	crusts	NN2
101	.	.
102	Bake	VV0
103	in	II
104	the	AT
105	preheated	JJ
106	oven	NN1
107	for	IF
108	to	II
109	minutes	NNT2
110	,	,
111	or	CC
112	until	CS
113	filling	NN1
114	is	VBZ
115	set	VVN
116	and	CC
117	crusts	NN2
118	are	VBR
119	golden	JJ
120	brown	JJ
121	.	.

1	Place	VV0
2	the	AT
3	potatoes	NN2
4	in	II
5	a	AT1
6	pot	NN1
7	,	,
8	cover	VV0
9	with	IW
10	cold	JJ
11	water	NN1
12	,	,
13	and	CC
14	bring	VV0
15	to	II
16	a	AT1
17	boil	NN1
18	over	II
19	medium-high	JJ
20	heat	NN1
21	.	.
22	Turn	VV0
23	the	AT
24	heat	NN1
25	to	II
26	medium-low	JJ
27	,	,
28	and	CC
29	boil	VV0
30	the	AT
31	potatoes	NN2
32	until	CS
33	tender	JJ
34	,	,
35	about	II
36	minutes	NNT2
37	;	;
38	drain	VV0
39	.	.
40	Stir	VV0
41	the	AT
42	vegan	NN1
43	mayonnaise	NN1
44	,	,
45	soy	JJ
46	milk	NN1
47	,	,
48	olive	JJ
49	oil	NN1
50	,	,
51	vegan	NN1
52	cream	NN1
53	cheese	NN1
54	,	,
55	and	CC
56	salt	NN1
57	into	II
58	the	AT
59	potatoes	NN2
60	,	,
61	and	CC
62	mash	VV0
63	with	IW
64	a	AT1
65	potato	NN1
66	masher	NN1
67	until	CS
68	smooth	JJ
69	and	CC
70	fluffy	JJ
71	.	.
72	Set	VV0
73	the	AT
74	potatoes	NN2
75	aside	RL
76	.	.
77	Preheat	VV0
78	oven	NN1
79	to	II
80	degrees	NN2
81	F	ZZ1
82	(	(
83	degrees	NN2
84	C	ZZ1
85	)	)
86	,	,
87	and	CC
88	spray	VV0
89	a	AT1
90	quart	NNU1
91	baking	NN1
92	dish	NN1
93	with	IW
94	cooking	VVG
95	spray	NN1
96	.	.
97	Heat	VV0
98	the	AT
99	vegetable	NN1
100	oil	NN1
101	in	II
102	a	AT1
103	large	JJ
104	skillet	NN1
105	over	II
106	medium	JJ
107	heat	NN1
108	,	,
109	and	CC
110	cook	NN1
111	and	CC
112	stir	VV0
113	the	AT
114	onion	NN1
115	,	,
116	carrots	NN2
117	,	,
118	celery	NN1
119	,	,
120	frozen	JJ
121	peas	NN2
122	,	,
123	and	CC
124	tomato	NN1
125	until	CS
126	softened	VVN
127	,	,
128	about	II
129	minutes	NNT2
130	.	.
131	Stir	VV0
132	in	II
133	the	AT
134	Italian	JJ
135	seasoning	NN1
136	,	,
137	garlic	NN1
138	,	,
139	and	CC
140	pepper	NN1
141	.	.
142	Reduce	VV0
143	the	AT
144	heat	NN1
145	to	II
146	medium-low	JJ
147	,	,
148	and	CC
149	crumble	VV0
150	the	AT
151	vegetarian	JJ
152	ground	NN1
153	beef	NN1
154	substitute	NN1
155	into	II
156	the	AT
157	skillet	NN1
158	with	IW
159	the	AT
160	vegetables	NN2
161	.	.
162	Cook	NP1
163	and	CC
164	stir	VV0
165	,	,
166	breaking	VVG
167	up	RP
168	the	AT
169	meat	NN1
170	substitute	NN1
171	,	,
172	until	CS
173	the	AT
174	mixture	NN1
175	is	VBZ
176	hot	JJ
177	,	,
178	about	II
179	minutes	NNT2
180	.	.
181	Spread	VV0
182	the	AT
183	vegetarian	JJ
184	meat	NN1
185	substitute	NN1
186	mixture	NN1
187	into	II
188	the	AT
189	bottom	NN1
190	of	IO
191	the	AT
192	baking	NN1
193	dish	NN1
194	,	,
195	and	CC
196	top	NN1
197	with	IW
198	the	AT
199	mashed	JJ
200	potatoes	NN2
201	,	,
202	smoothing	VVG
203	them	PPHO2
204	into	II
205	an	AT1
206	even	JJ
207	layer	NN1
208	.	.
209	Sprinkle	VV0
210	the	AT
211	potatoes	NN2
212	with	IW
213	the	AT
214	shredded	JJ
215	soy	JJ
216	cheese	NN1
217	.	.
218	Bake	VV0
219	in	II
220	the	AT
221	preheated	JJ
222	oven	NN1
223	until	CS
224	the	AT
225	cheese	NN1
226	is	VBZ
227	melted	VVN
228	and	CC
229	slightly	RR
230	browned	VVD
231	and	CC
232	the	AT
233	casserole	NN1
234	is	VBZ
235	hot	JJ
236	,	,
237	about	II
238	minutes	NNT2
239	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Place	VV0
13	ham	NN1
14	in	II
15	a	AT1
16	roasting	JJ
17	pan	NN1
18	.	.
19	Score	VV0
20	the	AT
21	rind	NN1
22	of	IO
23	the	AT
24	ham	NN1
25	with	IW
26	a	AT1
27	diamond	NN1
28	pattern	NN1
29	.	.
30	Press	VV0
31	a	AT1
32	clove	NN1
33	into	II
34	the	AT
35	center	NN1
36	of	IO
37	each	DD1
38	diamond	NN1
39	.	.
40	Drain	VV0
41	the	AT
42	juice	NN1
43	from	II
44	the	AT
45	pineapple	NN1
46	rings	VVZ
47	into	II
48	a	AT1
49	medium	JJ
50	bowl	NN1
51	,	,
52	and	CC
53	stir	VV0
54	in	II
55	the	AT
56	brown	JJ
57	sugar	NN1
58	and	CC
59	lemon-lime	JJ
60	soda	NN1
61	.	.
62	Coat	VV0
63	the	AT
64	ham	NN1
65	with	IW
66	this	DD1
67	mixture	NN1
68	.	.
69	Arrange	VV0
70	the	AT
71	pineapple	NN1
72	rings	VVZ
73	over	II
74	the	AT
75	outside	II21
76	of	II22
77	the	AT
78	ham	NN1
79	.	.
80	Place	VV0
81	a	AT1
82	maraschino	NN1
83	cherry	NN1
84	in	II
85	the	AT
86	center	NN1
87	of	IO
88	each	DD1
89	pineapple	NN1
90	ring	NN1
91	,	,
92	and	CC
93	secure	VV0
94	with	IW
95	a	AT1
96	toothpick	NN1
97	.	.
98	Bake	VV0
99	uncovered	JJ
100	for	IF
101	to	II
102	hours	NNT2
103	,	,
104	basting	VVG
105	frequently	RR
106	with	IW
107	the	AT
108	juices	NN2
109	,	,
110	until	CS
111	the	AT
112	internal	JJ
113	temperature	NN1
114	of	IO
115	the	AT
116	ham	NN1
117	is	VBZ
118	degrees	NN2
119	F	ZZ1
120	(	(
121	degrees	NN2
122	C	ZZ1
123	)	)
124	.	.
125	Be	VB0
126	sure	JJ
127	the	AT
128	meat	NN1
129	thermometer	NN1
130	is	VBZ
131	not	XX
132	touching	VVG
133	the	AT
134	bone	NN1
135	.	.
136	Remove	VV0
137	toothpicks	NN2
138	before	II
139	serving	VVG
140	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Place	VV0
12	chicken	NN1
13	pieces	NN2
14	in	II
15	a	AT1
16	shallow	JJ
17	baking	NN1
18	pan	NN1
19	,	,
20	skin	NN1
21	side	NN1
22	up	RP
23	.	.
24	Combine	VV0
25	the	AT
26	melted	JJ
27	butter	NN1
28	or	CC
29	margarine	NN1
30	,	,
31	honey	NN1
32	,	,
33	mustard	NN1
34	,	,
35	salt	NN1
36	and	CC
37	curry	NN1
38	powder	NN1
39	and	CC
40	pour	VV0
41	the	AT
42	mixture	NN1
43	over	II
44	the	AT
45	chicken	NN1
46	.	.
47	Bake	VV0
48	in	II
49	the	AT
50	preheated	JJ
51	oven	NN1
52	for	IF
53	/	FO
54	hours	NNT2
55	(	(
56	minutes	NNT2
57	)	)
58	,	,
59	basting	VVG
60	every	AT1
61	minutes	NNT2
62	with	IW
63	pan	NN1
64	drippings	NN2
65	,	,
66	until	CS
67	the	AT
68	chicken	NN1
69	is	VBZ
70	nicely	RR
71	browned	VVN
72	and	CC
73	tender	JJ
74	and	CC
75	the	AT
76	juices	NN2
77	run	VV0
78	clear	JJ
79	.	.

1	Pour	VV0
2	heavy	JJ
3	cream	NN1
4	into	II
5	a	AT1
6	saucepan	NN1
7	and	CC
8	bring	VV0
9	to	II
10	a	AT1
11	boil	NN1
12	over	II
13	medium	JJ
14	heat	NN1
15	.	.
16	Reduce	VV0
17	heat	NN1
18	and	CC
19	simmer	VV0
20	until	CS
21	the	AT
22	cream	NN1
23	has	VHZ
24	reduced	VVN
25	by	II
26	half	DB
27	,	,
28	stirring	VVG
29	occasionally	RR
30	,	,
31	about	RG
32	an	AT1
33	hour	NNT1
34	.	.
35	Remove	VV0
36	from	II
37	heat	NN1
38	and	CC
39	whisk	VV0
40	in	II
41	the	AT
42	Gorgonzola	NP1
43	cheese	NN1
44	and	CC
45	Parmesan	JJ
46	cheese	NN1
47	,	,
48	salt	NN1
49	,	,
50	pepper	NN1
51	,	,
52	and	CC
53	nutmeg	NN1
54	,	,
55	until	CS
56	the	AT
57	cheese	NN1
58	has	VHZ
59	melted	VVN
60	.	.
61	Season	NNT1
62	the	AT
63	beef	NN1
64	tenderloin	NN1
65	with	IW
66	lemon	NN1
67	pepper	NN1
68	,	,
69	garlic	NN1
70	powder	NN1
71	,	,
72	onion	NN1
73	powder	NN1
74	,	,
75	salt	NN1
76	,	,
77	and	CC
78	pepper	NN1
79	.	.
80	Set	VV0
81	aside	RL
82	.	.
83	Place	VV0
84	the	AT
85	bacon	NN1
86	in	II
87	a	AT1
88	large	JJ
89	,	,
90	deep	JJ
91	skillet	NN1
92	,	,
93	and	CC
94	cook	VV0
95	over	RP
96	medium-high	JJ
97	heat	NN1
98	,	,
99	stirring	VVG
100	occasionally	RR
101	,	,
102	until	CS
103	evenly	RR
104	browned	VVD
105	,	,
106	about	II
107	minutes	NNT2
108	.	.
109	Drain	VV0
110	the	AT
111	bacon	NN1
112	on	II
113	a	AT1
114	paper	NN1
115	towel-lined	NN1
116	plate	NN1
117	.	.
118	Preheat	VV0
119	an	AT1
120	outdoor	JJ
121	grill	NN1
122	for	IF
123	medium-high	JJ
124	heat	NN1
125	,	,
126	and	CC
127	lightly	RR
128	oil	VV0
129	the	AT
130	grate	NN1
131	.	.
132	Cook	VV0
133	the	AT
134	steaks	NN2
135	until	CS
136	they	PPHS2
137	start	VV0
138	to	II
139	firm	NN1
140	,	,
141	and	CC
142	are	VBR
143	reddish-pink	JJ
144	and	CC
145	juicy	JJ
146	in	II
147	the	AT
148	center	NN1
149	,	,
150	to	II
151	minutes	NNT2
152	per	II
153	side	NN1
154	.	.
155	An	AT1
156	instant-read	JJ
157	thermometer	NN1
158	inserted	VVN
159	into	II
160	the	AT
161	center	NN1
162	should	VM
163	read	VVI
164	degrees	NN2
165	F	ZZ1
166	(	(
167	degrees	NN2
168	C	ZZ1
169	)	)
170	.	.
171	Remove	VV0
172	the	AT
173	steaks	NN2
174	from	II
175	the	AT
176	grill	NN1
177	and	CC
178	tent	NN1
179	with	IW
180	foil	NN1
181	to	TO
182	rest	VVI
183	for	IF
184	to	II
185	minutes	NNT2
186	.	.
187	Serve	VV0
188	each	DD1
189	steak	NN1
190	with	IW
191	the	AT
192	Gorgonzola	NP1
193	sauce	NN1
194	and	CC
195	top	NN1
196	with	IW
197	crumbled	JJ
198	bacon	NN1
199	and	CC
200	chopped	JJ
201	green	JJ
202	onion	NN1
203	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	large	JJ
14	skillet	NN1
15	brown	NN1
16	the	AT
17	chicken	NN1
18	in	II
19	butter	NN1
20	/	FO
21	margarine	NN1
22	.	.
23	Season	NNT1
24	with	IW
25	salt	NN1
26	and	CC
27	pepper	NN1
28	.	.
29	Remove	VV0
30	from	II
31	skillet	NN1
32	and	CC
33	place	VV0
34	in	II
35	a	AT1
36	lightly	RR
37	greased	VVN
38	x	II
39	inch	NNU1
40	baking	NN1
41	dish	NN1
42	.	.
43	In	II
44	the	AT
45	drippings	NN2
46	(	(
47	in	II
48	the	AT
49	skillet	NN1
50	)	)
51	,	,
52	saute	VV0
53	onion	NN1
54	and	CC
55	celery	NN1
56	until	CS
57	tender	JJ
58	.	.
59	Add	VV0
60	cranberry	NN1
61	sauce	NN1
62	and	CC
63	barbecue	VV0
64	sauce	NN1
65	.	.
66	Mix	VV0
67	well	RR
68	.	.
69	Pour	VV0
70	cranberry	NN1
71	mixture	NN1
72	over	II
73	chicken	NN1
74	and	CC
75	bake	VV0
76	in	II
77	the	AT
78	preheated	JJ
79	oven	NN1
80	for	IF
81	minutes	NNT2
82	,	,
83	basting	VVG
84	every	AT1
85	minutes	NNT2
86	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Make	VV0
13	slits	NN2
14	all	RR
15	over	II
16	the	AT
17	roast	NN1
18	by	II
19	pricking	VVG
20	with	IW
21	a	AT1
22	small	JJ
23	knife	NN1
24	.	.
25	Insert	VV0
26	slivers	NN2
27	of	IO
28	sliced	JJ
29	garlic	NN1
30	.	.
31	Season	NNT1
32	the	AT
33	roast	NN1
34	with	IW
35	salt	NN1
36	and	CC
37	pepper	NN1
38	,	,
39	then	RT
40	spread	VV0
41	generously	RR
42	with	IW
43	mustard	NN1
44	.	.
45	Place	VV0
46	on	II
47	a	AT1
48	rack	NN1
49	in	II
50	a	AT1
51	roasting	JJ
52	pan	NN1
53	,	,
54	and	CC
55	cover	NN1
56	.	.
57	Roast	VV0
58	for	IF
59	minutes	NNT2
60	in	II
61	the	AT
62	preheated	JJ
63	oven	NN1
64	.	.
65	Turn	VV0
66	off	RP
67	oven	NN1
68	.	.
69	Leave	VV0
70	oven	NN1
71	closed	JJ
72	,	,
73	and	CC
74	do	VD0
75	not	XX
76	peek	VVI
77	for	IF
78	minutes	NNT2
79	.	.
80	The	AT
81	internal	JJ
82	temperature	NN1
83	of	IO
84	the	AT
85	meat	NN1
86	should	VM
87	be	VBI
88	at	RR21
89	least	RR22
90	degrees	NN2
91	F	ZZ1
92	(	(
93	degrees	NN2
94	C	ZZ1
95	)	)
96	for	IF
97	medium-rare	JJ
98	,	,
99	or	CC
100	degrees	NN2
101	F	ZZ1
102	(	(
103	degrees	NN2
104	C	ZZ1
105	)	)
106	for	IF
107	medium	NN1
108	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Place	VV0
13	the	AT
14	ham	NN1
15	in	II
16	a	AT1
17	roasting	JJ
18	pan	NN1
19	and	CC
20	dot	NN1
21	with	IW
22	cloves	NN2
23	.	.
24	In	II
25	a	AT1
26	saucepan	NN1
27	combine	VV0
28	the	AT
29	pineapple	NN1
30	juice	NN1
31	,	,
32	brown	JJ
33	sugar	NN1
34	,	,
35	honey	NN1
36	and	CC
37	orange	NN1
38	juice	NN1
39	.	.
40	Stir	VV0
41	and	CC
42	simmer	VV0
43	over	RP
44	medium-low	JJ
45	heat	NN1
46	until	CS
47	thickened	VVN
48	,	,
49	about	II
50	minutes	NNT2
51	.	.
52	Pour	VV0
53	the	AT
54	glaze	NN1
55	over	II
56	the	AT
57	ham	NN1
58	.	.
59	Bake	VV0
60	the	AT
61	ham	NN1
62	uncovered	VVD
63	for	IF
64	hour	NNT1
65	in	II
66	the	AT
67	preheated	JJ
68	oven	NN1
69	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Place	VV0
13	the	AT
14	chicken	NN1
15	into	II
16	a	AT1
17	x	MC
18	inch	NNU1
19	baking	NN1
20	dish	NN1
21	.	.
22	In	II
23	a	AT1
24	medium	JJ
25	bowl	NN1
26	,	,
27	stir	VV0
28	together	RL
29	the	AT
30	condensed	JJ
31	soup	NN1
32	and	CC
33	sour	JJ
34	cream	NN1
35	.	.
36	Pour	VV0
37	over	RP
38	the	AT
39	chicken	NN1
40	.	.
41	In	II
42	a	AT1
43	separate	JJ
44	bowl	NN1
45	,	,
46	stir	VV0
47	together	RL
48	the	AT
49	crushed	JJ
50	crackers	NN2
51	,	,
52	poppy	NN1
53	seeds	NN2
54	and	CC
55	melted	JJ
56	butter	NN1
57	.	.
58	Sprinkle	VV0
59	over	RP
60	the	AT
61	chicken	NN1
62	and	CC
63	sauce	NN1
64	.	.
65	Bake	VV0
66	for	IF
67	minutes	NNT2
68	in	II
69	the	AT
70	preheated	JJ
71	oven	NN1
72	,	,
73	until	CS
74	the	AT
75	top	NN1
76	of	IO
77	the	AT
78	casserole	NN1
79	is	VBZ
80	browned	VVN
81	and	CC
82	the	AT
83	sauce	NN1
84	is	VBZ
85	bubbly	JJ
86	.	.

1	In	II
2	a	AT1
3	medium	JJ
4	bowl	NN1
5	combine	VV0
6	the	AT
7	garlic	NN1
8	,	,
9	prunes	NN2
10	,	,
11	olives	NN2
12	,	,
13	capers	NN2
14	,	,
15	olive	JJ
16	oil	NN1
17	,	,
18	vinegar	NN1
19	,	,
20	bay	NN1
21	leaves	NN2
22	,	,
23	oregano	NN1
24	,	,
25	salt	NN1
26	and	CC
27	pepper	NN1
28	.	.
29	Mix	VV0
30	well	RR
31	.	.
32	Spread	VV0
33	mixture	NN1
34	in	II
35	the	AT
36	bottom	NN1
37	of	IO
38	a	AT1
39	x	MC
40	inch	NNU1
41	baking	NN1
42	dish	NN1
43	.	.
44	Add	VV0
45	the	AT
46	chicken	NN1
47	pieces	NN2
48	,	,
49	stir	VV0
50	and	CC
51	turn	VV0
52	to	TO
53	coat	VVI
54	.	.
55	Cover	VV0
56	and	CC
57	refrigerate	VVI
58	overnight	RT
59	.	.
60	When	CS
61	ready	JJ
62	to	TO
63	prepare	VVI
64	,	,
65	preheat	VV0
66	oven	NN1
67	to	II
68	degrees	NN2
69	F	ZZ1
70	(	(
71	degrees	NN2
72	C	ZZ1
73	)	)
74	.	.
75	Remove	VV0
76	dish	NN1
77	from	II
78	refrigerator	NN1
79	.	.
80	Sprinkle	VV0
81	brown	JJ
82	sugar	NN1
83	on	II
84	top	NN1
85	and	CC
86	pour	VV0
87	white	JJ
88	wine	NN1
89	all	DB
90	around	II
91	chicken	NN1
92	.	.
93	Bake	VV0
94	in	II
95	preheated	JJ
96	oven	NN1
97	for	IF
98	hour	NNT1
99	,	,
100	spooning	VVG
101	juices	NN2
102	over	II
103	chicken	NN1
104	several	DA2
105	times	NNT2
106	as	CSA
107	it	PPH1
108	is	VBZ
109	baking	VVG
110	.	.
111	Serve	VV0
112	on	II
113	a	AT1
114	platter	NN1
115	,	,
116	pouring	VVG
117	juices	NN2
118	over	II
119	the	AT
120	top	NN1
121	,	,
122	and	CC
123	garnish	VV0
124	with	IW
125	fresh	JJ
126	parsley	NN1
127	.	.

1	Place	VV0
2	the	AT
3	roast	NN1
4	in	II
5	a	AT1
6	roasting	JJ
7	pan	NN1
8	with	IW
9	the	AT
10	fatty	JJ
11	side	NN1
12	up	RP
13	.	.
14	In	II
15	a	AT1
16	small	JJ
17	bowl	NN1
18	,	,
19	mix	VV0
20	together	RL
21	the	AT
22	garlic	NN1
23	,	,
24	olive	JJ
25	oil	NN1
26	,	,
27	salt	NN1
28	,	,
29	pepper	NN1
30	and	CC
31	thyme	NN1
32	.	.
33	Spread	VV0
34	the	AT
35	mixture	NN1
36	over	II
37	the	AT
38	fatty	JJ
39	layer	NN1
40	of	IO
41	the	AT
42	roast	NN1
43	,	,
44	and	CC
45	let	VV0
46	the	AT
47	roast	NN1
48	sit	VVI
49	out	RP
50	until	CS
51	it	PPH1
52	is	VBZ
53	at	II
54	room	NN1
55	temperature	NN1
56	,	,
57	no	RR21
58	longer	RR22
59	than	CSN
60	hour	NNT1
61	.	.
62	Preheat	VV0
63	the	AT
64	oven	NN1
65	to	II
66	degrees	NN2
67	F	ZZ1
68	(	(
69	degrees	NN2
70	C	ZZ1
71	)	)
72	.	.
73	Bake	VV0
74	the	AT
75	roast	NN1
76	for	IF
77	minutes	NNT2
78	in	II
79	the	AT
80	preheated	JJ
81	oven	NN1
82	,	,
83	then	RT
