Index	Text	POS	MWE start and end index	USAS Tags
221	center	center	NOUN	['Df/A5.1+++mfnc']
222	of	of	ADP	['Df/A5.1+++mfnc']
223	the	the	DET	['Df/A5.1+++mfnc']
224	tortilla	tortilla	NOUN	['Df/A5.1+++mfnc']
235	of	of	ADP	['N6+', 'T1.2']
236	a	a	DET	['N6+', 'T1.2']
237	spoon	spoon	NOUN	['N6+', 'T1.2']
244	Monterey	Monterey	PROPN	['Z1mf', 'Z3c']
245	Jack	Jack	PROPN	['Z1mf', 'Z3c']
253	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
254	of	of	ADP	['Df/A5.1+++mfnc']
255	the	the	DET	['Df/A5.1+++mfnc']
256	tortilla	tortilla	NOUN	['Df/A5.1+++mfnc']
274	up	up	ADP	['Z5', 'X6+']
275	to	to	ADP	['Z5', 'X6+']
302	at	at	ADP	['T1.1.2']
303	a	a	DET	['T1.1.2']
304	time	time	NOUN	['T1.1.2']
318	both	both	DET	['N5.1+']
319	sides	side	NOUN	['N5.1+']
329	paper	paper	NOUN	['B4/B5']
330	towel	towel	NOUN	['B4/B5']
342	cream	cream	NOUN	['F1']
343	sauce	sauce	NOUN	['F1']

2	olive	olive	NOUN	['F1']
3	oil	oil	NOUN	['F1']
17	salt	salt	NOUN	['T1.3']
18	and	and	CCONJ	['T1.3']
19	pepper	pepper	NOUN	['T1.3']
61	Sprinkle	Sprinkle	PROPN	['Z1mf', 'Z3c']
62	Cheddar	Cheddar	PROPN	['Z1mf', 'Z3c']

48	chicken	chicken	NOUN	['T1.3']
49	and	and	CCONJ	['T1.3']
50	onions	onion	NOUN	['T1.3']
72	soup	soup	NOUN	['T1.3']
73	and	and	CCONJ	['T1.3']
74	broth	broth	NOUN	['T1.3']
98	no	no	ADV	['T2-']
99	longer	long	ADV	['T2-']
177	baking	baking	NOUN	['F1/O2']
178	dish	dish	NOUN	['F1/O2']
197	Dip	Dip	PROPN	['Z1mf', 'Z3c']
198	tortillas	tortillas	PROPN	['Z1mf', 'Z3c']
215	each	each	DET	['N6+']
216	tortilla	tortilla	NOUN	['N6+']
229	up	up	ADP	['M6']
230	tortillas	tortilla	NOUN	['M6']
236	baking	bake	VERB	['F1/O2']
237	dish	dish	NOUN	['F1/O2']
239	seam	seam	NOUN	['M7']
240	side	side	NOUN	['M7']
246	enchilada	enchilada	NOUN	['F1']
247	sauce	sauce	NOUN	['F1']

1	Drain	drain	NOUN	['T1.3']
2	and	and	CCONJ	['T1.3']
3	reserve	reserve	NOUN	['T1.3']
14	crumbs	crumb	NOUN	['T1.3']
15	and	and	CCONJ	['T1.3']
16	salmon	salmon	NOUN	['T1.3']
45	olive	olive	NOUN	['F1']
46	oil	oil	NOUN	['F1']
54	on	on	ADP	['S8+']
55	each	each	DET	['S8+']
56	side	side	NOUN	['S8+']
63	paper	paper	NOUN	['B4/B5']
64	towels	towel	NOUN	['B4/B5']

17	baking	baking	NOUN	['F1/O2']
18	dish	dish	NOUN	['F1/O2']
29	baking	baking	NOUN	['F1/O2']
30	dish	dish	NOUN	['F1/O2']
39	artichoke	artichoke	PROPN	['T1.3']
40	hearts	heart	NOUN	['T1.3']
59	crumbs	crumb	NOUN	['T1.3']
60	and	and	CCONJ	['T1.3']
61	parsley	parsley	NOUN	['T1.3']
96	bread	bread	NOUN	['F1']
97	crumbs	crumb	NOUN	['F1']
103	Romano	Romano	PROPN	['T1.3']
104	cheese	cheese	NOUN	['T1.3']
113	crumbs	crumb	NOUN	['T1.3']
114	and	and	CCONJ	['T1.3']
115	cheese	cheese	NOUN	['T1.3']

6	both	both	DET	['N5.1+']
7	sides	side	NOUN	['N5.1+']
9	salt	salt	NOUN	['T1.3']
10	and	and	CCONJ	['T1.3']
11	pepper	pepper	NOUN	['T1.3']
63	both	both	DET	['N5.1+']
64	sides	side	NOUN	['N5.1+']
85	bouillon	bouillon	NOUN	['T1.3']
86	and	and	CCONJ	['T1.3']
87	salt	salt	NOUN	['T1.3']

13	bread	bread	NOUN	['F1']
14	crumbs	crumb	NOUN	['F1']
88	brown	brown	ADJ	['F1']
89	sugar	sugar	NOUN	['F1']
93	black	black	ADJ	['F1']
94	pepper	pepper	NOUN	['F1']
108	crumbs	crumb	NOUN	['T1.3']
109	and	and	CCONJ	['T1.3']
110	cream	cream	NOUN	['T1.3']
128	tablespoon	tablespoon	NOUN	['Df/A5.1+++mfnc']
129	of	of	ADP	['Df/A5.1+++mfnc']
130	the	the	DET	['Df/A5.1+++mfnc']
131	meat	meat	NOUN	['Df/A5.1+++mfnc']
165	Insides	inside	NOUN	['Df/A5.1+++mfnc']
166	of	of	ADP	['Df/A5.1+++mfnc']
167	the	the	DET	['Df/A5.1+++mfnc']
168	meatballs	meatball	NOUN	['Df/A5.1+++mfnc']
179	baking	baking	NOUN	['F1/O2']
180	dish	dish	NOUN	['F1/O2']
284	black	black	ADJ	['F1']
285	pepper	pepper	NOUN	['F1']

12	two	two	NUM	['N1']
13	large	large	ADJ	['N1']
25	on	on	ADP	['S7.1+', 'M6', 'N5++']
26	top	top	NOUN	['S7.1+', 'M6', 'N5++']
48	on	on	ADP	['S7.1+', 'M6', 'N5++']
49	top	top	NOUN	['S7.1+', 'M6', 'N5++']
58	on	on	ADP	['S7.1+', 'M6', 'N5++']
59	top	top	NOUN	['S7.1+', 'M6', 'N5++']
61	each	each	DET	['N6+']
62	lemon	lemon	NOUN	['N6+']
89	baking	bake	VERB	['F1/O2']
90	sheet	sheet	NOUN	['F1/O2']
95	baking	baking	NOUN	['F1/O2']
96	dish	dish	NOUN	['F1/O2']

34	up	up	ADP	['Z5', 'X6+']
35	to	to	ADP	['Z5', 'X6+']
56	taste	taste	NOUN	['Df/A5.1+++mfnc']
57	of	of	ADP	['Df/A5.1+++mfnc']
58	the	the	DET	['Df/A5.1+++mfnc']
59	liver	liver	NOUN	['Df/A5.1+++mfnc']
79	saute	saute	VERB	['A5.4+']
80	them	they	PRON	['A5.4+']
101	salt	salt	NOUN	['T1.3']
102	and	and	CCONJ	['T1.3']
103	pepper	pepper	NOUN	['T1.3']
106	put	put	VERB	['A5.4+']
107	it	it	PRON	['A5.4+']
113	on	on	ADP	['A1.1.1']
114	a	a	DET	['A1.1.1']
115	plate	plate	NOUN	['A1.1.1']
139	up	up	ADP	['Z5', 'X6+']
140	to	to	ADP	['Z5', 'X6+']
157	nice	nice	ADJ	['A13.3']
158	and	and	CCONJ	['A13.3']
168	on	on	ADP	['Df']
169	the	the	DET	['Df']
170	other	other	ADJ	['Df']
171	side	side	NOUN	['Df']
184	Cook	cook	VERB	['X8+']
185	a	a	DET	['X8+']
186	bit	bit	NOUN	['X8+']

8	cooker	cooker	NOUN	['T1.3']
9	and	and	CCONJ	['T1.3']
10	season	season	NOUN	['T1.3']
12	salt	salt	NOUN	['T1.3']
13	and	and	CCONJ	['T1.3']
14	pepper	pepper	NOUN	['T1.3']
83	brown	brown	ADJ	['F1']
84	sugar	sugar	NOUN	['F1']
87	pepper	pepper	NOUN	['F1']
88	sauce	sauce	NOUN	['F1']

10	crumbs	crumb	NOUN	['T1.3']
11	and	and	CCONJ	['T1.3']
12	flour	flour	NOUN	['T1.3']
16	salt	salt	NOUN	['T1.3']
17	and	and	CCONJ	['T1.3']
18	pepper	pepper	NOUN	['T1.3']
40	Dip	Dip	PROPN	['T1.3']
41	pork	pork	NOUN	['T1.3']
50	bread	bread	NOUN	['F1']
51	crumb	crumb	NOUN	['F1']
62	both	both	DET	['N5.1+']
63	sides	side	NOUN	['N5.1+']
84	onion	onion	NOUN	['T1.3']
85	and	and	CCONJ	['T1.3']
86	mushrooms	mushroom	NOUN	['T1.3']

5	oyster	oyster	NOUN	['F1']
6	sauce	sauce	NOUN	['F1']
8	soy	soy	NOUN	['F1']
9	sauce	sauce	NOUN	['F1']
11	fish	fish	NOUN	['F1']
12	sauce	sauce	NOUN	['F1']
18	brown	brown	ADJ	['F1']
19	sugar	sugar	NOUN	['F1']
46	loses	lose	VERB	['A5.4+']
47	its	its	PRON	['A5.4+']
79	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
80	of	of	ADP	['Df/A5.1+++mfnc']
81	the	the	DET	['Df/A5.1+++mfnc']
82	pan	pan	NOUN	['Df/A5.1+++mfnc']
92	tablespoon	tablespoon	NOUN	['Df/A5.1+++mfnc']
93	of	of	ADP	['Df/A5.1+++mfnc']
94	the	the	DET	['Df/A5.1+++mfnc']
95	sauce	sauce	NOUN	['Df/A5.1+++mfnc']
116	rest	rest	NOUN	['Df/A5.1+++mfnc']
117	of	of	ADP	['Df/A5.1+++mfnc']
118	the	the	DET	['Df/A5.1+++mfnc']
119	sauce	sauce	NOUN	['Df/A5.1+++mfnc']
129	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
130	of	of	ADP	['Df/A5.1+++mfnc']
131	the	the	DET	['Df/A5.1+++mfnc']
132	pan	pan	NOUN	['Df/A5.1+++mfnc']

40	pepper	pepper	NOUN	['F1']
41	sauce	sauce	NOUN	['F1']
44	Worcestershire	worcestershire	NOUN	['F1']
45	sauce	sauce	NOUN	['F1']
54	Parmesan	Parmesan	PROPN	['F1']
55	cheese	cheese	NOUN	['F1']
58	bread	bread	NOUN	['F1']
59	crumbs	crumb	NOUN	['F1']
77	baking	baking	NOUN	['F1/O2']
78	sheet	sheet	NOUN	['F1/O2']
86	no	no	ADV	['T2-']
87	longer	long	ADV	['T2-']

14	salt	salt	NOUN	['T1.3']
15	and	and	CCONJ	['T1.3']
16	pepper	pepper	NOUN	['T1.3']
48	preheated	preheated	ADJ	['T1.3']
49	oven	oven	PROPN	['T1.3']
101	place	place	VERB	['A5.4+']
102	it	it	PRON	['A5.4+']
123	off	off	ADP	['Z5']
124	of	of	ADP	['Z5']
126	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
127	of	of	ADP	['Df/A5.1+++mfnc']
128	the	the	DET	['Df/A5.1+++mfnc']
129	pan	pan	NOUN	['Df/A5.1+++mfnc']
137	Dijon	Dijon	PROPN	['T1.3']
138	mustard	mustard	NOUN	['T1.3']
161	heat	heat	NOUN	['T1.3']
162	and	and	CCONJ	['T1.3']
163	whisk	whisk	NOUN	['T1.3']

19	Dijon	Dijon	PROPN	['T1.3']
20	mustard	mustard	NOUN	['T1.3']

3	Worcestershire	worcestershire	NOUN	['F1']
4	sauce	sauce	NOUN	['F1']
6	soy	soy	NOUN	['F1']
7	sauce	sauce	NOUN	['F1']
32	brown	brown	ADJ	['F1']
33	sugar	sugar	NOUN	['F1']
53	Coat	Coat	PROPN	['T1.3']
54	chicken	chicken	NOUN	['T1.3']

14	all	all	ADV	['N5.1+']
15	over	over	ADV	['N5.1+']
19	black	black	ADJ	['F1']
20	pepper	pepper	NOUN	['F1']
147	flour	flour	NOUN	['T1.3']
148	and	and	CCONJ	['T1.3']
149	butter	butter	NOUN	['T1.3']
177	off	off	ADP	['Z5']
178	of	of	ADP	['Z5']
180	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
181	of	of	ADP	['Df/A5.1+++mfnc']
182	the	the	DET	['Df/A5.1+++mfnc']
183	pan	pan	NOUN	['Df/A5.1+++mfnc']
190	bacon	bacon	NOUN	['T1.3']
191	and	and	CCONJ	['T1.3']
192	thyme	thyme	NOUN	['T1.3']
223	wine	wine	NOUN	['T1.3']
224	and	and	CCONJ	['T1.3']
225	stock	stock	NOUN	['T1.3']
240	pan	pan	PROPN	['T1.3']
241	juices	juice	NOUN	['T1.3']
249	no	no	ADV	['T2-']
250	longer	long	ADV	['T2-']
274	part	part	NOUN	['Df/A5.1+++mfnc']
275	of	of	ADP	['Df/A5.1+++mfnc']
276	the	the	DET	['Df/A5.1+++mfnc']
277	thigh	thigh	NOUN	['Df/A5.1+++mfnc']
325	salt	salt	NOUN	['T1.3']
326	and	and	CCONJ	['T1.3']
327	pepper	pepper	NOUN	['T1.3']

48	white	white	ADJ	['T1.3']
49	sugar	sugar	PROPN	['T1.3']
55	black	black	ADJ	['F1']
56	pepper	pepper	NOUN	['F1']
84	brown	brown	ADJ	['F1']
85	sugar	sugar	NOUN	['F1']
92	chili	chili	NOUN	['F1']
93	sauce	sauce	NOUN	['F1']
95	Worcestershire	Worcestershire	PROPN	['T1.3']
96	sauce	sauce	NOUN	['T1.3']

26	al	al	PROPN	['Z1mf', 'Z3c']
27	dente	dente	PROPN	['Z1mf', 'Z3c']
48	paste	paste	NOUN	['T1.3']
49	and	and	CCONJ	['T1.3']
50	chicken	chicken	NOUN	['T1.3']
74	Parmesan	Parmesan	PROPN	['F1']
75	cheese	cheese	NOUN	['F1']

12	soy	soy	NOUN	['F1']
13	sauce	sauce	NOUN	['F1']
18	Worcestershire	Worcestershire	PROPN	['T1.3']
19	sauce	sauce	NOUN	['T1.3']
24	black	black	ADJ	['F1']
25	pepper	pepper	NOUN	['F1']
37	add	add	VERB	['A5.4+']
38	your	your	PRON	['A5.4+']

2	rice	rice	NOUN	['T1.3']
3	and	and	CCONJ	['T1.3']
4	water	water	NOUN	['T1.3']
50	fish	fish	NOUN	['F1']
51	sauce	sauce	NOUN	['F1']
56	bamboo	bamboo	NOUN	['L3', 'F1']
57	shoots	shoot	NOUN	['L3', 'F1']

101	both	both	DET	['N5.1+']
102	sides	side	NOUN	['N5.1+']
123	each	each	DET	['N6+']
124	quesadilla	quesadilla	NOUN	['N6+']

3	olive	olive	NOUN	['F1']
4	oil	oil	NOUN	['F1']
33	each	each	DET	['N6+']
34	pizza	pizza	NOUN	['N6+']
79	golden	golden	ADJ	['T1.3']
80	brown	brown	PROPN	['T1.3']

5	olive	olive	NOUN	['F1']
6	oil	oil	NOUN	['F1']
62	up	up	ADV	['A5.2+', 'M6', 'N4']
63	front	front	ADV	['A5.2+', 'M6', 'N4']

44	olive	olive	NOUN	['F1']
45	oil	oil	NOUN	['F1']
61	chicken	chicken	NOUN	['T1.3']
62	and	and	CCONJ	['T1.3']
63	potatoes	potato	NOUN	['T1.3']
74	skin	skin	NOUN	['M7']
75	side	side	NOUN	['M7']
105	chicken	chicken	NOUN	['T1.3']
106	and	and	CCONJ	['T1.3']
107	potatoes	potato	NOUN	['T1.3']
123	chicken	chicken	NOUN	['T1.3']
124	and	and	CCONJ	['T1.3']
125	potatoes	potato	NOUN	['T1.3']
129	skin	skin	NOUN	['M7']
130	side	side	NOUN	['M7']
185	once	once	ADV	['Z4', 'N6+']
186	again	again	ADV	['Z4', 'N6+']
194	broiler	broiler	NOUN	['T1.3']
195	and	and	CCONJ	['T1.3']
196	broil	broil	NOUN	['T1.3']
234	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
235	of	of	ADP	['Df/A5.1+++mfnc']
236	the	the	DET	['Df/A5.1+++mfnc']
237	pan	pan	NOUN	['Df/A5.1+++mfnc']
244	chicken	chicken	NOUN	['T1.3']
245	and	and	CCONJ	['T1.3']
246	potatoes	potato	NOUN	['T1.3']

10	black	black	ADJ	['F1']
11	pepper	pepper	NOUN	['F1']
25	thyme	thyme	NOUN	['T1.3']
26	and	and	CCONJ	['T1.3']
27	parsley	parsley	NOUN	['T1.3']
34	both	both	DET	['N5.1+']
35	sides	side	NOUN	['N5.1+']
41	butter	butter	NOUN	['T1.3']
42	and	and	CCONJ	['T1.3']
43	olive	olive	NOUN	['T1.3']
54	Saute	Saute	PROPN	['T1.3']
55	chicken	chicken	NOUN	['T1.3']
57	golden	golden	ADJ	['T1.3']
58	brown	brown	PROPN	['T1.3']
62	on	on	ADP	['S8+']
63	each	each	DET	['S8+']
64	side	side	NOUN	['S8+']
70	powder	powder	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	lime	lime	NOUN	['T1.3']

13	all	all	ADV	['N5.1+']
14	over	over	ADP	['N5.1+']
16	surface	surface	NOUN	['Df/A5.1+++mfnc']
17	of	of	ADP	['Df/A5.1+++mfnc']
18	the	the	DET	['Df/A5.1+++mfnc']
19	steaks	steak	NOUN	['Df/A5.1+++mfnc']
27	baking	baking	NOUN	['F1/O2']
28	dish	dish	NOUN	['F1/O2']
42	brown	brown	ADJ	['F1']
43	sugar	sugar	NOUN	['F1']

2	brown	brown	ADJ	['F1']
3	sugar	sugar	NOUN	['F1']
7	fish	fish	NOUN	['F1']
8	sauce	sauce	NOUN	['F1']
13	soy	soy	NOUN	['F1']
14	sauce	sauce	NOUN	['F1']
24	brown	brown	ADJ	['F1']
25	sugar	sugar	NOUN	['F1']
54	brown	brown	ADJ	['F1']
55	sugar	sugar	NOUN	['F1']
65	brown	brown	ADJ	['F1']
66	sugar	sugar	NOUN	['F1']
82	brown	brown	ADJ	['F1']
83	sugar	sugar	NOUN	['F1']
92	no	no	ADV	['T2-']
93	longer	long	ADV	['T2-']

6	soy	soy	NOUN	['F1']
7	sauce	sauce	NOUN	['F1']
9	tomato	tomato	NOUN	['F1']
10	sauce	sauce	NOUN	['F1']
17	black	black	ADJ	['F1']
18	pepper	pepper	NOUN	['F1']
77	onion	onion	NOUN	['T1.3']
78	and	and	CCONJ	['T1.3']
79	garlic	garlic	NOUN	['T1.3']
91	soy	soy	NOUN	['F1']
92	sauce	sauce	NOUN	['F1']
132	Grill	Grill	PROPN	['T1.3']
133	skewers	skewer	NOUN	['T1.3']
148	peanut	peanut	NOUN	['F1']
149	sauce	sauce	NOUN	['F1']

22	bay	bay	NOUN	['F1']
23	leaf	leaf	NOUN	['F1']
54	at	at	ADP	['T1.1.2']
55	a	a	DET	['T1.1.2']
56	time	time	NOUN	['T1.1.2']
99	salt	salt	NOUN	['T1.3']
100	and	and	CCONJ	['T1.3']
101	pepper	pepper	NOUN	['T1.3']
122	Pat	Pat	PROPN	['T1.3']
123	fillets	fillet	NOUN	['T1.3']
129	salt	salt	NOUN	['T1.3']
130	and	and	CCONJ	['T1.3']
131	pepper	pepper	NOUN	['T1.3']
134	oil	oil	NOUN	['T1.3']
135	and	and	CCONJ	['T1.3']
136	tablespoon	tablespoon	NOUN	['T1.3']
154	on	on	ADP	['S8+']
155	each	each	DET	['S8+']
156	side	side	NOUN	['S8+']
171	baking	baking	NOUN	['F1/O2']
172	sheet	sheet	NOUN	['F1/O2']
185	bread	bread	NOUN	['F1']
186	crumbs	crumb	NOUN	['F1']
188	almonds	almond	NOUN	['T1.3']
189	and	and	CCONJ	['T1.3']
190	tablespoon	tablespoon	NOUN	['T1.3']

12	jalapeno	jalapeno	PROPN	['T1.3']
13	pepper	pepper	NOUN	['T1.3']
41	boil	boil	NOUN	['T1.3']
42	and	and	CCONJ	['T1.3']
43	cook	cook	NOUN	['T1.3']
57	soy	soy	NOUN	['F1']
58	sauce	sauce	NOUN	['F1']
72	medium	medium	ADJ	['N3.2']
73	sized	sized	ADJ	['N3.2']
117	chicken	chicken	NOUN	['T1.3']
118	and	and	CCONJ	['T1.3']
119	soy	soy	NOUN	['T1.3']
130	paste	paste	NOUN	['T1.3']
131	and	and	CCONJ	['T1.3']
132	cream	cream	NOUN	['T1.3']

3	soy	soy	NOUN	['F1']
4	sauce	sauce	NOUN	['F1']
6	hoisin	hoisin	NOUN	['F1']
7	sauce	sauce	NOUN	['F1']
75	no	no	ADV	['T2-']
76	longer	long	ADV	['T2-']

15	baking	baking	NOUN	['F1/O2']
16	dish	dish	NOUN	['F1/O2']
60	baking	baking	NOUN	['F1/O2']
61	dish	dish	NOUN	['F1/O2']
89	Bake	Bake	PROPN	['Z1mf', 'T1.3']
90	uncovered	uncovered	ADJ	['Z1mf', 'T1.3']
94	preheated	preheated	ADJ	['T1.3']
95	oven	oven	PROPN	['T1.3']
102	of	of	ADP	['N6+', 'T1.2']
103	a	a	DET	['N6+', 'T1.2']
104	meatball	meatball	NOUN	['N6+', 'T1.2']
105	reaches	reach	NOUN	['Z2']
106	degrees	degree	NOUN	['Z2']
107	F	F	PROPN	['Z2']

20	On	on	ADP	['S7.1+', 'M6', 'N5++']
21	top	top	NOUN	['S7.1+', 'M6', 'N5++']
46	salt	salt	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	mustard	mustard	NOUN	['T1.3']
57	cheese	cheese	NOUN	['T1.3']
58	and	and	CCONJ	['T1.3']
59	ham	ham	NOUN	['T1.3']
123	foil	foil	NOUN	['T1.3']
124	and	and	CCONJ	['T1.3']
125	plastic	plastic	NOUN	['T1.3']
135	protect	protect	VERB	['A5.4+']
136	it	it	PRON	['A5.4+']

16	baking	baking	NOUN	['F1/O2']
17	dish	dish	NOUN	['F1/O2']
35	breaking	break	VERB	['A5.4+']
36	it	it	PRON	['A5.4+']
70	black	black	ADJ	['F1']
71	pepper	pepper	NOUN	['F1']
76	tomato	tomato	NOUN	['F1']
77	sauce	sauce	NOUN	['F1']
104	in	in	ADP	['A2.1+']
105	half	half	NOUN	['A2.1+']
136	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
137	of	of	ADP	['Df/A5.1+++mfnc']
138	the	the	DET	['Df/A5.1+++mfnc']
139	steamer	steamer	NOUN	['Df/A5.1+++mfnc']
182	baking	baking	NOUN	['F1/O2']
183	dish	dish	NOUN	['F1/O2']
194	cube	cube	NOUN	['Z2', 'Z3c']
195	of	of	ADP	['Z2', 'Z3c']
196	Colby	Colby	PROPN	['Z2', 'Z3c']
198	Jack	Jack	PROPN	['T1.3']
199	cheese	cheese	NOUN	['T1.3']
202	center	center	NOUN	['Df/A5.1+++mfnc']
203	of	of	ADP	['Df/A5.1+++mfnc']
204	the	the	DET	['Df/A5.1+++mfnc']
205	filling	filling	NOUN	['Df/A5.1+++mfnc']
207	each	each	DET	['N6+']
208	pepper	pepper	NOUN	['N6+']
214	can	can	NOUN	['F2']
215	of	of	ADP	['F2']
216	tomato	tomato	NOUN	['F2']

9	flour	flour	NOUN	['T1.3']
10	and	and	CCONJ	['T1.3']
11	salt	salt	NOUN	['T1.3']
29	yolk	yolk	NOUN	['T1.3']
30	and	and	CCONJ	['T1.3']
31	oil	oil	NOUN	['T1.3']
91	cheese	cheese	NOUN	['T1.3']
92	and	and	CCONJ	['T1.3']
93	cheese	cheese	NOUN	['T1.3']
104	salt	salt	NOUN	['T1.3']
105	and	and	CCONJ	['T1.3']
106	pepper	pepper	NOUN	['T1.3']
125	at	at	ADP	['T1.1.2']
126	a	a	DET	['T1.1.2']
127	time	time	NOUN	['T1.1.2']
146	so	so	SCONJ	['Z5']
147	that	that	SCONJ	['Z5']
172	edges	edge	NOUN	['Df/A5.1+++mfnc']
173	of	of	ADP	['Df/A5.1+++mfnc']
174	the	the	DET	['Df/A5.1+++mfnc']
175	circles	circle	NOUN	['Df/A5.1+++mfnc']
197	seal	seal	VERB	['S7.1+']
198	the	the	DET	['S7.1+']
199	edges	edge	NOUN	['S7.1+']
242	at	at	ADP	['T1.1.2']
243	a	a	DET	['T1.1.2']
244	time	time	NOUN	['T1.1.2']

86	clams	clam	NOUN	['T1.3']
87	and	and	CCONJ	['T1.3']
88	juice	juice	NOUN	['T1.3']

23	onion	onion	NOUN	['F1']
24	soup	soup	NOUN	['F1']
41	steak	steak	NOUN	['F1']
42	sauce	sauce	NOUN	['F1']
96	no	no	ADV	['T2-']
97	longer	long	ADV	['T2-']

7	large	large	ADJ	['T1.3']
8	Dutch	Dutch	PROPN	['T1.3']
27	Dutch	Dutch	PROPN	['T1.3']
28	oven	oven	NOUN	['T1.3']
33	on	on	ADP	['S8+']
34	all	all	DET	['S8+']
35	sides	side	NOUN	['S8+']
110	baking	baking	NOUN	['F1/O2']
111	sheet	sheet	NOUN	['F1/O2']

29	drip	drip	PROPN	['T1.3']
30	pan	pan	NOUN	['T1.3']
41	Brush	Brush	PROPN	['T1.3']
42	tenderloin	tenderloin	NOUN	['T1.3']
44	barbeque	barbeque	NOUN	['F1']
45	sauce	sauce	NOUN	['F1']
85	barbeque	barbeque	NOUN	['F1']
86	sauce	sauce	NOUN	['F1']

24	soup	soup	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	milk	milk	NOUN	['T1.3']
38	the	the	DET	['T1.1.1']
39	other	other	ADJ	['T1.1.1']
40	crust	crust	NOUN	['T1.1.1']
44	out	out	ADP	['Z5', 'A9-']
45	of	of	ADP	['Z5', 'A9-']
56	Seal	seal	VERB	['S7.1+']
57	the	the	DET	['S7.1+']
58	edges	edge	NOUN	['S7.1+']

6	baking	baking	NOUN	['F1/O2']
7	sheet	sheet	NOUN	['F1/O2']
24	brown	brown	ADJ	['F1']
25	rice	rice	NOUN	['F1']
75	brown	brown	ADJ	['F1']
76	sugar	sugar	NOUN	['F1']
106	cranberries	cranberry	NOUN	['T1.3']
107	and	and	CCONJ	['T1.3']
108	mushrooms	mushroom	NOUN	['T1.3']
127	almonds	almond	NOUN	['T1.3']
128	and	and	CCONJ	['T1.3']
129	orange	orange	NOUN	['T1.3']
141	Salt	salt	NOUN	['T1.3']
142	and	and	CCONJ	['T1.3']
143	pepper	pepper	NOUN	['T1.3']

1	Place	Place	PROPN	['T1.3']
2	ground	ground	NOUN	['T1.3']
3	beef	beef	NOUN	['T1.3']
4	and	and	CCONJ	['T1.3']
5	onion	onion	NOUN	['T1.3']
69	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
70	of	of	ADP	['Df/A5.1+++mfnc']
71	the	the	DET	['Df/A5.1+++mfnc']
72	skillet	skillet	NOUN	['Df/A5.1+++mfnc']
78	Worcestershire	Worcestershire	PROPN	['T1.3']
79	sauce	sauce	NOUN	['T1.3']
81	brown	brown	ADJ	['F1']
82	sugar	sugar	NOUN	['F1']
84	Dijon	Dijon	PROPN	['T1.3']
85	mustard	mustard	NOUN	['T1.3']
90	black	black	ADJ	['F1']
91	pepper	pepper	NOUN	['F1']
132	black	black	ADJ	['F1']
133	pepper	pepper	NOUN	['F1']

8	rice	rice	NOUN	['T1.3']
9	and	and	CCONJ	['T1.3']
10	water	water	NOUN	['T1.3']
58	on	on	ADP	['S8+']
59	each	each	DET	['S8+']
60	side	side	NOUN	['S8+']
105	Parmesan	Parmesan	PROPN	['F1']
106	cheese	cheese	NOUN	['F1']
112	pepper	pepper	NOUN	['F1']
113	sauce	sauce	NOUN	['F1']

6	oil	oil	NOUN	['T1.3']
7	and	and	CCONJ	['T1.3']
8	garlic	garlic	NOUN	['T1.3']
14	black	black	ADJ	['F1']
15	pepper	pepper	NOUN	['F1']
27	baking	baking	NOUN	['F1/O2']
28	dish	dish	NOUN	['F1/O2']
53	no	no	ADV	['T2-']
54	longer	long	ADV	['T2-']
77	part	part	NOUN	['Df/A5.1+++mfnc']
78	of	of	ADP	['Df/A5.1+++mfnc']
79	the	the	DET	['Df/A5.1+++mfnc']
80	breast	breast	NOUN	['Df/A5.1+++mfnc']

2	olive	olive	NOUN	['F1']
3	oil	oil	NOUN	['F1']
16	onion	onion	NOUN	['T1.3']
17	and	and	CCONJ	['T1.3']
18	garlic	garlic	NOUN	['T1.3']
76	milk	milk	NOUN	['T1.3']
77	and	and	CCONJ	['T1.3']
78	cream	cream	NOUN	['T1.3']
103	at	at	ADP	['T1.1.2']
104	a	a	DET	['T1.1.2']
105	time	time	NOUN	['T1.1.2']
124	Parmesan	Parmesan	PROPN	['F1']
125	cheese	cheese	NOUN	['F1']

3	salt	salt	NOUN	['T1.3']
4	and	and	CCONJ	['T1.3']
5	flour	flour	NOUN	['T1.3']
23	olive	olive	NOUN	['F1']
24	oil	oil	NOUN	['F1']
46	both	both	DET	['N5.1+']
47	sides	side	NOUN	['N5.1+']
98	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
99	of	of	ADP	['Df/A5.1+++mfnc']
100	the	the	DET	['Df/A5.1+++mfnc']
101	pan	pan	NOUN	['Df/A5.1+++mfnc']
132	boiling	boiling	NOUN	['F1']
