Index	Text	Lemma	POS	USAS Tags
36	with	with	ADP	['Z5']
37	some	some	DET	['N5', 'Z5']
38	of	of	ADP	['Z5']
39	the	the	DET	['Z5']
40	tomato	tomato	NOUN	['F1']
41	marinade	marinade	NOUN	['Z99']
42	.	.	PUNCT	['PUNCT']
43	Sprinkle	sprinkle	VERB	['A1.1.1']
44	the	the	DET	['Z5']
45	pizzas	pizza	NOUN	['F1']
46	evenly	evenly	ADV	['N6+', 'A6.1+']
47	with	with	ADP	['Z5']
48	Mozzarella	Mozzarella	PROPN	['F1']
49	and	and	CCONJ	['Z5']
50	Fontina	Fontina	PROPN	['Z99']
51	cheeses	cheese	VERB	['F1']
52	.	.	PUNCT	['PUNCT']
53	Arrange	arrange	NOUN	['S7.1+', 'A1.1.1']
54	tomatoes	tomatoe	VERB	['Z99']
55	overtop	overtop	NOUN	['Z99']
56	,	,	PUNCT	['PUNCT']
57	then	then	ADV	['N4', 'Z5', 'T1.2']
58	sprinkle	sprinkle	VERB	['A1.1.1']
59	with	with	ADP	['Z5']
60	shredded	shred	VERB	['A1.1.1']
61	basil	basil	NOUN	['F2', 'L3']
62	,	,	PUNCT	['PUNCT']
63	Parmesan	Parmesan	PROPN	['Z99']
64	,	,	PUNCT	['PUNCT']
65	and	and	CCONJ	['Z5']
66	feta	feta	NOUN	['F1']
67	cheese	cheese	NOUN	['F1']
68	.	.	PUNCT	['PUNCT']
69	Bake	Bake	PROPN	['F1', 'O4.6']
70	in	in	ADP	['Z5']
71	preheated	preheat	VERB	['N4/O4.6+']
72	oven	oven	ADV	['O2/F1']
73	until	until	ADP	['Z5']
74	the	the	DET	['Z5']
75	cheese	cheese	NOUN	['F1']
76	is	be	AUX	['A3+', 'Z5']
77	bubbly	bubbly	NOUN	['F2']
78	and	and	CCONJ	['Z5']
79	golden	golden	ADJ	['T1.3']
80	brown	brown	PROPN	['T1.3']
81	,	,	PUNCT	['PUNCT']
82	about	about	ADP	['Z5']
83	minutes	minute	NOUN	['T1.3', 'Q1.2']
84	.	.	PUNCT	['PUNCT']

1	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
2	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
3	juice	juice	NOUN	['F2', 'O1.2']
4	,	,	PUNCT	['PUNCT']
5	olive	olive	NOUN	['F1']
6	oil	oil	NOUN	['F1']
7	,	,	PUNCT	['PUNCT']
8	garlic	garlic	NOUN	['F1', 'L3']
9	,	,	PUNCT	['PUNCT']
10	salt	salt	NOUN	['F1', 'O1.1']
11	,	,	PUNCT	['PUNCT']
12	and	and	CCONJ	['Z5']
13	oregano	oregano	ADV	['L3', 'F1']
14	in	in	ADP	['Z5']
15	a	a	DET	['Z5']
16	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
17	resealable	resealable	ADJ	['Z99']
18	plastic	plastic	ADJ	['O1.1', 'O4.5']
19	bag	bag	NOUN	['B5', 'O2', 'B1']
20	.	.	PUNCT	['PUNCT']
21	Shake	shake	VERB	['M2', 'M1', 'E4.1-', 'E5-', 'A2.1+', 'A6.1+']
22	sealed	seal	VERB	['A1.7+', 'X6+', 'F1']
23	bag	bag	NOUN	['B5', 'O2', 'B1']
24	until	until	ADP	['Z5']
25	ingredients	ingredient	NOUN	['O1']
26	are	be	AUX	['A3+', 'Z5']
27	well	well	ADV	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
28	mixed	mixed	ADJ	['A6.3+', 'S1.1.3+', 'S2']
29	.	.	PUNCT	['PUNCT']
30	Taste	taste	VERB	['X3.1', 'F1', 'X2.2']
31	the	the	DET	['Z5']
32	marinade	marinade	NOUN	['Z99']
33	for	for	ADP	['Z5']
34	tartness	tartness	NOUN	['Z99']
35	.	.	PUNCT	['PUNCT']
36	If	if	SCONJ	['Z7']
37	too	too	ADV	['N5++', 'N5.2+', 'A13.3']
38	tart	tart	ADJ	['X3.1', 'S1.2.1-']
39	,	,	PUNCT	['PUNCT']
40	add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
41	a	a	DET	['Z5']
42	little	little	ADJ	['N3.2-', 'T3-', 'N3.7-', 'N3.3-', 'T1.3-', 'A11.1-']
43	more	more	ADJ	['A13.3', 'N6++']
44	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
45	.	.	PUNCT	['PUNCT']
46	Not	not	PART	['Z6']
47	enough	enough	ADJ	['N5+', 'N6+', 'A13.3']
48	zing	zing	NOUN	['Z99']
49	,	,	PUNCT	['PUNCT']
50	add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
51	more	more	ADJ	['A13.3', 'N6++']
52	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
53	.	.	PUNCT	['PUNCT']
54	The	the	DET	['Z5']
55	garlic	garlic	ADJ	['F1', 'L3']
56	and	and	CCONJ	['Z5']
57	salt	salt	NOUN	['F1', 'O1.1']
58	flavors	flavor	NOUN	['X3.1', 'O4.1']
59	should	should	AUX	['S6+', 'A7+']
60	also	also	ADV	['N5++']
61	be	be	AUX	['A3+', 'Z5']
62	up	up	ADV	['A5.2+', 'M6', 'N4']
63	front	front	ADV	['A5.2+', 'M6', 'N4']
64	,	,	PUNCT	['PUNCT']
65	yet	yet	CCONJ	['T1.1.2']
66	not	not	PART	['Z6']
67	overpowering	overpower	VERB	['S7.1+', 'N5++']
68	.	.	PUNCT	['PUNCT']
69	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
70	tenderloins	tenderloin	VERB	['Z99']
71	in	in	ADP	['Z5']
72	the	the	DET	['Z5']
73	bag	bag	NOUN	['B5', 'O2', 'B1']
74	,	,	PUNCT	['PUNCT']
75	seal	seal	NOUN	['Q1.1', 'O2', 'L2mfn']
76	,	,	PUNCT	['PUNCT']
77	and	and	CCONJ	['Z5']
78	turn	turn	VERB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
79	to	to	ADP	['Z5']
80	coat	coat	NOUN	['B5', 'O2']
81	.	.	PUNCT	['PUNCT']
82	Marinate	Marinate	PROPN	['F1']
83	in	in	ADP	['Z5']
84	the	the	DET	['Z5']
85	refrigerator	refrigerator	NOUN	['O4.6-/O3']
86	for	for	ADP	['Z5']
87	to	to	ADP	['Z5']
88	hours	hour	NOUN	['T1.3']
89	.	.	PUNCT	['PUNCT']
90	Preheat	preheat	VERB	['Z99']
91	grill	grill	NOUN	['O2', 'F1']
92	for	for	ADP	['Z5']
93	medium	medium	ADJ	['N3.2', 'N3.1']
94	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
95	.	.	PUNCT	['PUNCT']
96	Lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
97	oil	oil	VERB	['A1.1.1']
98	the	the	DET	['Z5']
99	grill	grill	ADJ	['F1', 'Q2.2', 'O4.6+']
100	grate	grate	NOUN	['O2']
101	,	,	PUNCT	['PUNCT']
102	and	and	CCONJ	['Z5']
103	discard	discard	ADJ	['X7-', 'T2-']
104	marinade	marinade	NOUN	['Z99']
105	.	.	PUNCT	['PUNCT']
106	Grill	Grill	PROPN	['F1', 'Q2.2', 'O4.6+']
107	tenderloins	tenderloin	VERB	['Z99']
108	for	for	ADP	['Z5']
109	to	to	ADP	['Z5']
110	minutes	minute	NOUN	['T1.3', 'Q1.2']
111	,	,	PUNCT	['PUNCT']
112	turning	turn	VERB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
113	once	once	ADV	['N6-', 'T1.1.1']
114	,	,	PUNCT	['PUNCT']
115	or	or	CCONJ	['Z5']
116	to	to	PART	['Z5']
117	desired	desire	VERB	['X7+', 'S3.2']
118	doneness	doneness	NOUN	['Z99']
119	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
12	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
13	a	a	DET	['Z5']
14	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
15	roasting	roasting	NOUN	['F1', 'O4.6+', 'Q2.2']
16	pan	pan	NOUN	['O2']
17	.	.	PUNCT	['PUNCT']
18	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
19	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
20	pieces	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
21	in	in	ADP	['Z5']
22	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
23	bowl	bowl	NOUN	['O2']
24	.	.	PUNCT	['PUNCT']
25	Season	season	NOUN	['T1.3']
26	with	with	ADP	['Z5']
27	salt	salt	NOUN	['F1', 'O1.1']
28	,	,	PUNCT	['PUNCT']
29	oregano	oregano	NOUN	['L3', 'F1']
30	,	,	PUNCT	['PUNCT']
31	pepper	pepper	NOUN	['F1']
32	,	,	PUNCT	['PUNCT']
33	rosemary	rosemary	ADJ	['Z99']
34	,	,	PUNCT	['PUNCT']
35	and	and	CCONJ	['Z5']
36	cayenne	cayenne	NOUN	['Z99']
37	pepper	pepper	NOUN	['F1']
38	.	.	PUNCT	['PUNCT']
39	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
40	fresh	fresh	ADJ	['T3-', 'O4.2+', 'B1', 'W4', 'S1.2.3+']
41	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
42	juice	juice	NOUN	['F2', 'O1.2']
43	,	,	PUNCT	['PUNCT']
44	olive	olive	NOUN	['F1']
45	oil	oil	NOUN	['F1']
46	,	,	PUNCT	['PUNCT']
47	and	and	CCONJ	['Z5']
48	garlic	garlic	NOUN	['F1', 'L3']
49	.	.	PUNCT	['PUNCT']
50	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
51	potatoes	potatoe	VERB	['Z99']
52	in	in	ADP	['Z5']
53	bowl	bowl	NOUN	['O2']
54	with	with	ADP	['Z5']
55	the	the	DET	['Z5']
56	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
57	;	;	PUNCT	['PUNCT']
58	stir	stir	VERB	['A1.1.1', 'M1']
59	together	together	ADV	['S5+', 'T1.1.2', 'M6']
60	until	until	ADP	['Z5']
61	chicken	chicken	NOUN	['T1.3']
62	and	and	CCONJ	['T1.3']
63	potatoes	potato	NOUN	['T1.3']
64	are	be	AUX	['A3+', 'Z5']
65	evenly	evenly	ADV	['N6+', 'A6.1+']
66	coated	coat	VERB	['A1.1.1/A10-']
67	with	with	ADP	['Z5']
68	marinade	marinade	NOUN	['Z99']
69	.	.	PUNCT	['PUNCT']
70	Transfer	transfer	NOUN	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
71	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
72	pieces	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
73	,	,	PUNCT	['PUNCT']
74	skin	skin	NOUN	['M7']
75	side	side	NOUN	['M7']
76	up	up	ADP	['Z5']
77	,	,	PUNCT	['PUNCT']
78	to	to	ADP	['Z5']
79	prepared	prepare	VERB	['A1.1.1', 'F1']
80	roasting	roasting	NOUN	['F1', 'O4.6+', 'Q2.2']
81	pan	pan	NOUN	['O2']
82	,	,	PUNCT	['PUNCT']
83	reserving	reserve	VERB	['A9+']
84	marinade	marinade	NOUN	['Z99']
85	.	.	PUNCT	['PUNCT']
86	Distribute	distribute	VERB	['A9-', 'I2.2', 'M2/N3.6']
87	potato	potato	NOUN	['L3/F1']
88	pieces	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
89	among	among	ADP	['Z5']
90	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
91	thighs	thigh	NOUN	['B1']
92	.	.	PUNCT	['PUNCT']
93	Drizzle	Drizzle	PROPN	['W4', 'M2']
94	with	with	ADP	['Z5']
95	/	/	SYM	['Z99']
96	cup	cup	NOUN	['O2', 'S7.3+', 'A5.1+/O2']
97	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
98	broth	broth	NOUN	['F1']
99	.	.	PUNCT	['PUNCT']
100	Spoon	spoon	VERB	['A1.1.1']
101	remainder	remainder	NOUN	['N5.2+c']
102	of	of	ADP	['Z5']
103	marinade	marinade	NOUN	['Z99']
104	over	over	ADP	['Z5']
105	chicken	chicken	NOUN	['T1.3']
106	and	and	CCONJ	['T1.3']
107	potatoes	potato	NOUN	['T1.3']
108	.	.	PUNCT	['PUNCT']
109	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
110	in	in	ADP	['Z5']
111	preheated	preheat	VERB	['N4/O4.6+']
112	oven	oven	ADV	['O2/F1']
113	.	.	PUNCT	['PUNCT']
114	Bake	Bake	PROPN	['F1', 'O4.6']
115	in	in	ADP	['Z5']
116	the	the	DET	['Z5']
117	preheated	preheated	ADJ	['N4/O4.6+']
118	oven	oven	NOUN	['O2/F1']
119	for	for	ADP	['Z5']
120	minutes	minute	NOUN	['T1.3', 'Q1.2']
121	.	.	PUNCT	['PUNCT']
122	Toss	toss	VERB	['M2', 'F1', 'M1']
123	chicken	chicken	NOUN	['T1.3']
124	and	and	CCONJ	['T1.3']
125	potatoes	potato	NOUN	['T1.3']
126	,	,	PUNCT	['PUNCT']
127	keeping	keep	VERB	['A9+', 'N6+', 'T2++', 'A1.7+', 'A2.2', 'F4', 'S8+', 'H4']
128	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
129	skin	skin	NOUN	['M7']
130	side	side	NOUN	['M7']
131	up	up	ADP	['Z5']
132	;	;	PUNCT	['PUNCT']
133	continue	continue	VERB	['T2++']
134	baking	bake	VERB	['O4.6+', 'F1']
135	until	until	ADP	['Z5']
136	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
137	is	be	AUX	['A3+', 'Z5']
138	browned	brown	VERB	['O4.3']
139	and	and	CCONJ	['Z5']
140	cooked	cook	VERB	['F1']
141	through	through	ADP	['Z5']
142	,	,	PUNCT	['PUNCT']
143	about	about	ADP	['Z5']
144	minutes	minute	NOUN	['T1.3', 'Q1.2']
145	more	more	ADJ	['A13.3', 'N6++']
146	.	.	PUNCT	['PUNCT']
147	An	an	DET	['Z5']
148	instant	instant	ADJ	['T1.1.2']
149	-	-	PUNCT	['PUNCT']
150	read	read	NOUN	['Q1.2']
151	thermometer	thermometer	NOUN	['O4.6']
152	inserted	insert	VERB	['A1.1.1']
153	near	near	ADP	['Z5']
154	the	the	DET	['Z5']
155	bone	bone	NOUN	['B1']
156	should	should	AUX	['S6+', 'A7+']
157	read	read	VERB	['Q3', 'Q1.2', 'X3.2+', 'X2.5+', 'P1', 'A10+']
158	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
159	F	F	PROPN	['Z5']
160	(	(	PUNCT	['PUNCT']
161	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
162	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
163	)	)	PUNCT	['PUNCT']
164	.	.	PUNCT	['PUNCT']
165	Transfer	transfer	NOUN	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
166	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
167	to	to	ADP	['Z5']
168	serving	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
169	platter	platter	NOUN	['F1']
170	and	and	CCONJ	['Z5']
171	keep	keep	VERB	['A9+', 'N6+', 'T2++', 'A1.7+', 'A2.2', 'F4', 'S8+', 'H4']
172	warm	warm	ADJ	['O4.6+', 'O4.2+', 'S1.2.1+']
173	.	.	PUNCT	['PUNCT']
174	Set	Set	PROPN	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
175	oven	oven	VERB	['O2/F1']
176	to	to	PART	['Z5']
177	broil	broil	VERB	['F1']
178	or	or	CCONJ	['Z5']
179	highest	high	ADJ	['N3.7+++', 'N5+++', 'A11.1+++', 'S7.1+++', 'A5.1+++', 'T3---', 'X3.2', 'G2.2+++', 'E4.1+++', 'I1.3+++', 'O4.2---', 'O4.6+++', 'S9']
180	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
181	setting	setting	NOUN	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
182	.	.	PUNCT	['PUNCT']
183	Toss	toss	VERB	['M2', 'F1', 'M1']
184	potatoes	potato	NOUN	['L3/F1']
185	once	once	ADV	['Z4', 'N6+']
186	again	again	ADV	['Z4', 'N6+']
187	in	in	ADP	['Z5']
188	pan	pan	NOUN	['O2']
189	juices	juice	NOUN	['F2', 'O1.2']
190	.	.	PUNCT	['PUNCT']
191	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
192	pan	pan	NOUN	['O2']
193	under	under	ADP	['Z5']
194	broiler	broiler	NOUN	['T1.3']
195	and	and	CCONJ	['T1.3']
196	broil	broil	NOUN	['T1.3']
197	until	until	ADP	['Z5']
198	potatoes	potato	NOUN	['L3/F1']
199	are	be	AUX	['A3+', 'Z5']
200	caramelized	caramelize	VERB	['Z99']
201	,	,	PUNCT	['PUNCT']
202	about	about	ADP	['Z5']
203	minutes	minute	NOUN	['T1.3', 'Q1.2']
204	.	.	PUNCT	['PUNCT']
205	Transfer	transfer	NOUN	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
206	potatoes	potato	NOUN	['L3/F1']
207	to	to	ADP	['Z5']
208	serving	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
209	platter	platter	NOUN	['F1']
210	with	with	ADP	['Z5']
211	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
212	.	.	PUNCT	['PUNCT']
213	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
214	roasting	roast	VERB	['F1', 'O4.6+']
215	pan	pan	NOUN	['O2']
216	on	on	ADP	['Z5']
217	stove	stove	NOUN	['O2']
218	over	over	ADP	['Z5']
219	medium	medium	ADJ	['N3.2', 'N3.1']
220	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
221	.	.	PUNCT	['PUNCT']
222	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
223	a	a	DET	['Z5']
224	splash	splash	NOUN	['X3.2/O1.2', 'O1.2/N5-', 'O4.3', 'A11.2+']
225	of	of	ADP	['Z5']
226	broth	broth	NOUN	['F1']
227	and	and	CCONJ	['Z5']
228	stir	stir	VERB	['A1.1.1', 'M1']
229	up	up	ADP	['Z5']
230	browned	brown	VERB	['O4.3']
231	bits	bit	NOUN	['N5-', 'N5.1-', 'O2', 'Y2']
232	from	from	ADP	['Z5']
233	the	the	DET	['Z5']
234	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
235	of	of	ADP	['Df/A5.1+++mfnc']
236	the	the	DET	['Df/A5.1+++mfnc']
237	pan	pan	NOUN	['Df/A5.1+++mfnc']
238	.	.	PUNCT	['PUNCT']
239	Strain	Strain	PROPN	['A1.1.1/N5.2+', 'X8+', 'B2-', 'A1.1.1']
240	;	;	PUNCT	['PUNCT']
241	spoon	spoon	VERB	['A1.1.1']
242	juices	juice	NOUN	['F2', 'O1.2']
243	over	over	ADP	['Z5']
244	chicken	chicken	NOUN	['T1.3']
245	and	and	CCONJ	['T1.3']
246	potatoes	potato	NOUN	['T1.3']
247	.	.	PUNCT	['PUNCT']
248	Top	top	ADJ	['M6', 'N5.1+', 'A11.1+++', 'S7.1+++', 'N4', 'X9.1+++', 'A5.1+++']
249	with	with	ADP	['Z5']
250	chopped	chop	VERB	['A1.1.1', 'N5-/A2.1']
251	oregano	oregano	NOUN	['L3', 'F1']
252	.	.	PUNCT	['PUNCT']

1	In	in	ADP	['Z5']
2	a	a	DET	['Z5']
3	small	small	ADJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
4	bowl	bowl	NOUN	['O2']
5	,	,	PUNCT	['PUNCT']
6	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
7	together	together	ADV	['S5+', 'T1.1.2', 'M6']
8	salt	salt	NOUN	['F1', 'O1.1']
9	,	,	PUNCT	['PUNCT']
10	black	black	ADJ	['F1']
11	pepper	pepper	NOUN	['F1']
12	,	,	PUNCT	['PUNCT']
13	cayenne	cayenne	NOUN	['Z99']
14	,	,	PUNCT	['PUNCT']
15	paprika	paprika	X	['Z99']
16	,	,	PUNCT	['PUNCT']
17	/	/	SYM	['Z99']
18	teaspoon	teaspoon	NOUN	['O2', 'N5']
19	garlic	garlic	ADJ	['F1', 'L3']
20	powder	powder	NOUN	['O1.1', 'B4', 'G3']
21	,	,	PUNCT	['PUNCT']
22	onion	onion	NOUN	['F1']
23	powder	powder	NOUN	['O1.1', 'B4', 'G3']
24	,	,	PUNCT	['PUNCT']
25	thyme	thyme	NOUN	['T1.3']
26	and	and	CCONJ	['T1.3']
27	parsley	parsley	NOUN	['T1.3']
28	.	.	PUNCT	['PUNCT']
29	Sprinkle	sprinkle	VERB	['A1.1.1']
30	spice	spice	NOUN	['F1', 'X5.2+']
31	mixture	mixture	NOUN	['O1.1', 'A6.3+']
32	generously	generously	ADV	['S1.2.2-', 'N5+']
33	on	on	ADP	['Z5']
34	both	both	DET	['N5.1+']
35	sides	side	NOUN	['N5.1+']
36	of	of	ADP	['Z5']
37	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
38	breasts	breast	NOUN	['B1', 'E1', 'B5', 'F1']
39	.	.	PUNCT	['PUNCT']
40	Heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
41	butter	butter	NOUN	['T1.3']
42	and	and	CCONJ	['T1.3']
43	olive	olive	NOUN	['T1.3']
44	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
45	in	in	ADP	['Z5']
46	a	a	DET	['Z5']
47	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
48	heavy	heavy	ADJ	['N3.5+', 'S1.2.5+', 'N5+', 'O4.1', 'E4.1-', 'W4', 'A12-', 'A1.1.1', 'N3.2+', 'A1.1.2@']
49	skillet	skillet	NOUN	['Z99']
50	over	over	ADP	['Z5']
51	medium	medium	ADJ	['N3.2', 'N3.1']
52	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
53	.	.	PUNCT	['PUNCT']
54	Saute	Saute	PROPN	['T1.3']
55	chicken	chicken	NOUN	['T1.3']
56	until	until	ADP	['Z5']
57	golden	golden	ADJ	['T1.3']
58	brown	brown	PROPN	['T1.3']
59	,	,	PUNCT	['PUNCT']
60	about	about	ADP	['Z5']
61	minutes	minute	NOUN	['T1.3', 'Q1.2']
62	on	on	ADP	['S8+']
63	each	each	DET	['S8+']
64	side	side	NOUN	['S8+']
65	.	.	PUNCT	['PUNCT']
66	Sprinkle	sprinkle	VERB	['A1.1.1']
67	with	with	ADP	['Z5']
68	teaspoons	teaspoon	NOUN	['O2', 'N5']
69	garlic	garlic	ADJ	['F1', 'L3']
70	powder	powder	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	lime	lime	NOUN	['T1.3']
73	juice	juice	NOUN	['F2', 'O1.2']
74	.	.	PUNCT	['PUNCT']
75	Cook	cook	NOUN	['F1/S2mf']
76	minutes	minute	NOUN	['T1.3', 'Q1.2']
77	more	more	ADV	['A13.3', 'N6++']
78	,	,	PUNCT	['PUNCT']
79	stirring	stir	VERB	['A1.1.1', 'M1']
80	frequently	frequently	ADV	['N6+']
81	to	to	PART	['Z5']
82	coat	coat	VERB	['A1.1.1/A10-']
83	evenly	evenly	ADV	['N6+', 'A6.1+']
84	with	with	ADP	['Z5']
85	sauce	sauce	NOUN	['F1', 'S1.2.4-']
86	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	VERB	['Z99']
2	grill	grill	NOUN	['O2', 'F1']
3	for	for	ADP	['Z5']
4	high	high	ADJ	['N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
5	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
6	.	.	PUNCT	['PUNCT']
7	Use	use	VERB	['A1.5.1', 'S7.1+']
8	a	a	DET	['Z5']
9	fork	fork	NOUN	['O2', 'O4.4']
10	to	to	PART	['Z5']
11	poke	poke	VERB	['E3-', 'A1.1.1', 'M2']
12	holes	hole	NOUN	['O2', 'H4/L2', 'M7/O4.2-', 'X2.1/A5.1-', 'N5-', 'K5.2']
13	all	all	ADV	['N5.1+']
14	over	over	ADP	['N5.1+']
15	the	the	DET	['Z5']
16	surface	surface	NOUN	['Df/A5.1+++mfnc']
17	of	of	ADP	['Df/A5.1+++mfnc']
18	the	the	DET	['Df/A5.1+++mfnc']
19	steaks	steak	NOUN	['Df/A5.1+++mfnc']
20	,	,	PUNCT	['PUNCT']
21	and	and	CCONJ	['Z5']
22	place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
23	steaks	steak	VERB	['F1']
24	in	in	ADP	['Z5']
25	a	a	DET	['Z5']
26	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
27	baking	baking	NOUN	['F1/O2']
28	dish	dish	NOUN	['F1/O2']
29	.	.	PUNCT	['PUNCT']
30	In	in	ADP	['Z5']
31	a	a	DET	['Z5']
32	bowl	bowl	NOUN	['O2']
33	,	,	PUNCT	['PUNCT']
34	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
35	together	together	ADV	['S5+', 'T1.1.2', 'M6']
36	beer	beer	NOUN	['F2']
37	,	,	PUNCT	['PUNCT']
38	teriyaki	teriyaki	PROPN	['Z99']
39	sauce	sauce	VERB	['S1.2.4-']
40	,	,	PUNCT	['PUNCT']
41	and	and	CCONJ	['Z5']
42	brown	brown	ADJ	['F1']
43	sugar	sugar	NOUN	['F1']
44	.	.	PUNCT	['PUNCT']
45	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
46	sauce	sauce	NOUN	['F1', 'S1.2.4-']
47	over	over	ADP	['Z5']
48	steaks	steak	NOUN	['F1']
49	,	,	PUNCT	['PUNCT']
50	and	and	CCONJ	['Z5']
51	let	let	VERB	['S7.4+', 'I2.2/H1', 'T2-']
52	sit	sit	VERB	['M8', 'C1', 'P1', 'G1.1', 'G2.1', 'M6', 'A9+']
53	about	about	ADP	['Z5']
54	minutes	minute	NOUN	['T1.3', 'Q1.2']
55	.	.	PUNCT	['PUNCT']
56	Sprinkle	sprinkle	VERB	['A1.1.1']
