Index	Text	Lemma	POS
48	for	for	IN
49	minutes	minute	NNS
50	per	per	IN
51	side	side	NN
52	,	,	,
53	or	or	CC
54	until	until	IN
55	juices	juice	NNS
56	run	run	VBP
57	clear	clear	JJ
58	.	.	.
59	Brush	brush	NN
60	with	with	IN
61	the	the	DT
62	remaining	remain	VBG
63	teriyaki	teriyaki	NN
64	sauce	sauce	NN
65	during	during	IN
66	the	the	DT
67	last	last	JJ
68	minutes	minute	NNS
69	.	.	.
70	When	when	WRB
71	almost	almost	RB
72	done	do	VBN
73	,	,	,
74	place	place	VB
75	one	one	CD
76	pineapple	pineapple	NN
77	ring	ring	NN
78	on	on	IN
79	top	top	NN
80	of	of	IN
81	each	each	DT
82	breast	breast	NN
83	,	,	,
84	and	and	CC
85	brush	brush	NN
86	with	with	IN
87	melted	melt	VBN
88	butter	butter	NN
89	.	.	.
90	In	in	IN
91	a	a	DT
92	small	small	JJ
93	saucepan	saucepan	NN
94	over	over	IN
95	medium	medium	JJ
96	heat	heat	NN
97	,	,	,
98	mix	mix	VB
99	the	the	DT
100	brown	brown	JJ
101	sugar	sugar	NN
102	,	,	,
103	soy	soy	NN
104	sauce	sauce	NN
105	,	,	,
106	pineapple	pineapple	NN
107	juice	juice	NN
108	,	,	,
109	and	and	CC
110	Worcestershire	worcestershire	NN
111	sauce	sauce	NN
112	.	.	.
113	Cook	cook	VB
114	,	,	,
115	stirring	stir	VBG
116	occasionally	occasionally	RB
117	,	,	,
118	until	until	IN
119	sugar	sugar	NN
120	is	be	VBZ
121	dissolved	dissolve	VBN
122	.	.	.
123	Serve	serve	VB
124	with	with	IN
125	chicken	chicken	NN
126	for	for	IN
127	dipping	dip	VBG
128	!	!	.

1	Preheat	preheat	JJ
2	grill	grill	NN
3	for	for	IN
4	high	high	JJ
5	heat	heat	NN
6	.	.	.
7	In	in	IN
8	a	a	DT
9	medium	medium	JJ
10	bowl	bowl	NN
11	,	,	,
12	mix	mix	VB
13	together	together	RB
14	brown	brown	JJ
15	sugar	sugar	NN
16	,	,	,
17	vinegar	vinegar	NN
18	,	,	,
19	vegetable	vegetable	NN
20	oil	oil	NN
21	,	,	,
22	and	and	CC
23	mustard	mustard	NN
24	.	.	.
25	Thread	thread	NN
26	ham	ham	NN
27	and	and	CC
28	pineapple	pineapple	NN
29	chunks	chunk	NNS
30	alternately	alternately	RB
31	onto	onto	IN
32	skewers	skewer	NNS
33	.	.	.
34	Lightly	lightly	RB
35	oil	oil	NN
36	grill	grill	NN
37	grate	grate	VB
38	.	.	.
39	Place	place	VB
40	skewers	skewer	NNS
41	on	on	IN
42	the	the	DT
43	prepared	prepared	JJ
44	grill	grill	NN
45	,	,	,
46	and	and	CC
47	brush	brush	NN
48	liberally	liberally	RB
49	with	with	IN
50	the	the	DT
51	brown	brown	JJ
52	sugar	sugar	NN
53	mixture	mixture	NN
54	.	.	.
55	Cook	cook	VB
56	for	for	IN
57	to	to	IN
58	minutes	minute	NNS
59	,	,	,
60	turning	turn	VBG
61	frequently	frequently	RB
62	and	and	CC
63	basting	baste	VBG
64	often	often	RB
65	.	.	.
66	Serve	serve	VB
67	when	when	WRB
68	heated	heat	VBN
69	through	through	IN
70	and	and	CC
71	richly	richly	RB
72	glazed	glaze	VBN
73	.	.	.

1	Place	Place	NNP
2	roast	roast	NN
3	in	in	IN
4	a	a	DT
5	slow	slow	JJ
6	cooker	cooker	NN
7	.	.	.
8	Form	form	NN
9	a	a	DT
10	pocket	pocket	NN
11	in	in	IN
12	the	the	DT
13	top	top	NN
14	of	of	IN
15	roast	roast	NN
16	and	and	CC
17	place	place	NN
18	butter	butter	NN
19	,	,	,
20	pepperoncini	pepperoncini	NN
21	peppers	pepper	NNS
22	,	,	,
23	ranch	ranch	NN
24	dressing	dressing	NN
25	mix	mix	NN
26	,	,	,
27	and	and	CC
28	au	au	NNP
29	jus	jus	NNP
30	mix	mix	NN
31	in	in	IN
32	the	the	DT
33	pocket	pocket	NN
34	.	.	.
35	Cook	cook	VB
36	on	on	RP
37	Low	low	JJ
38	for	for	IN
39	hours	hour	NNS
40	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	C	c	NN
8	)	)	-RRB-
9	.	.	.
10	Place	place	VB
11	bacon	bacon	NN
12	and	and	CC
13	ground	ground	NN
14	beef	beef	NN
15	in	in	IN
16	a	a	DT
17	large	large	JJ
18	,	,	,
19	deep	deep	JJ
20	skillet	skillet	NN
21	.	.	.
22	Cook	cook	VB
23	over	over	RP
24	medium	medium	JJ
25	high	high	JJ
26	heat	heat	NN
27	until	until	IN
28	evenly	evenly	RB
29	brown	brown	JJ
30	.	.	.
31	Drain	drain	VB
32	and	and	CC
33	set	set	VB
34	aside	aside	RB
35	.	.	.
36	In	in	IN
37	a	a	DT
38	four	four	CD
39	quart	quart	NN
40	casserole	casserole	NN
41	dish	dish	NN
42	,	,	,
43	mix	mix	VB
44	together	together	RB
45	the	the	DT
46	bacon	bacon	NN
47	,	,	,
48	ground	ground	NN
49	beef	beef	NN
50	,	,	,
51	pork	pork	NN
52	and	and	CC
53	beans	bean	NNS
54	,	,	,
55	kidney	kidney	NN
56	beans	bean	NNS
57	,	,	,
58	butter	butter	NN
59	beans	bean	NNS
60	,	,	,
61	lima	lima	NN
62	beans	bean	NNS
63	,	,	,
64	ketchup	ketchup	NN
65	,	,	,
66	onion	onion	NN
67	,	,	,
68	vinegar	vinegar	NN
69	,	,	,
70	dry	dry	JJ
71	mustard	mustard	NN
72	and	and	CC
73	celery	celery	NN
74	.	.	.
75	Cover	cover	VB
76	and	and	CC
77	bake	bake	VB
78	for	for	IN
79	hour	hour	NN
80	.	.	.

1	Bring	bring	VB
2	a	a	DT
3	large	large	JJ
4	pot	pot	NN
5	of	of	IN
6	lightly	lightly	RB
7	salted	salt	VBN
8	water	water	NN
9	to	to	IN
10	a	a	DT
11	boil	boil	NN
12	.	.	.
13	Add	add	VB
14	pasta	pasta	NN
15	and	and	CC
16	cook	cook	VB
17	for	for	IN
18	to	to	IN
19	minutes	minute	NNS
20	or	or	CC
21	until	until	IN
22	al	al	NNP
23	dente	dente	NNP
24	;	;	:
25	drain	drain	NN
26	.	.	.
27	Meanwhile	meanwhile	RB
28	,	,	,
29	melt	melt	VB
30	butter	butter	NN
31	together	together	RB
32	with	with	IN
33	the	the	DT
34	olive	olive	NN
35	oil	oil	NN
36	in	in	IN
37	a	a	DT
38	saucepan	saucepan	NN
39	over	over	IN
40	medium	medium	JJ
41	heat	heat	NN
42	.	.	.
43	Stir	stir	VB
44	in	in	IN
45	onion	onion	NN
46	,	,	,
47	and	and	CC
48	cook	cook	VB
49	until	until	IN
50	softened	soften	VBN
51	and	and	CC
52	translucent	translucent	JJ
53	,	,	,
54	about	about	IN
55	minutes	minute	NNS
56	.	.	.
57	Stir	stir	VB
58	in	in	IN
59	garlic	garlic	NN
60	,	,	,
61	red	red	JJ
62	pepper	pepper	NN
63	,	,	,
64	and	and	CC
65	mushroom	mushroom	NN
66	;	;	:
67	cook	cook	VB
68	over	over	IN
69	medium-high	medium-high	JJ
70	heat	heat	NN
71	until	until	IN
72	soft	soft	JJ
73	,	,	,
74	about	about	IN
75	minutes	minute	NNS
76	more	more	RBR
77	.	.	.
78	Stir	stir	VB
79	in	in	IN
80	the	the	DT
81	shrimp	shrimp	NN
82	,	,	,
83	and	and	CC
84	cook	cook	VB
85	until	until	IN
86	firm	firm	NN
87	and	and	CC
88	pink	pink	NN
89	,	,	,
90	then	then	RB
91	pour	pour	VB
92	in	in	IN
93	Alfredo	Alfredo	NNP
94	sauce	sauce	NN
95	,	,	,
96	Romano	Romano	NNP
97	cheese	cheese	NN
98	,	,	,
99	and	and	CC
100	cream	cream	NN
101	;	;	:
102	bring	bring	VB
103	to	to	IN
104	a	a	DT
105	simmer	simmer	VB
106	stirring	stir	VBG
107	constantly	constantly	RB
108	until	until	IN
109	thickened	thicken	VBN
110	,	,	,
111	about	about	IN
112	minutes	minute	NNS
113	.	.	.
114	Season	season	NN
115	with	with	IN
116	cayenne	cayenne	NN
117	,	,	,
118	salt	salt	NN
119	,	,	,
120	and	and	CC
121	pepper	pepper	NN
122	to	to	IN
123	taste	taste	NN
124	.	.	.
125	Stir	stir	VB
126	drained	drain	VBN
127	pasta	pasta	NN
128	into	into	IN
129	the	the	DT
130	sauce	sauce	NN
131	,	,	,
132	and	and	CC
133	serve	serve	VB
134	sprinkled	sprinkle	VBN
135	with	with	IN
136	chopped	chop	VBN
137	parsley	parsley	NN
138	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	In	in	IN
12	a	a	DT
13	large	large	JJ
14	mixing	mix	VBG
15	bowl	bowl	NN
16	,	,	,
17	combine	combine	VB
18	ground	ground	NN
19	meat	meat	NN
20	,	,	,
21	minced	mince	VBN
22	mushrooms	mushroom	NNS
23	,	,	,
24	bread	bread	NN
25	crumbs	crumb	NNS
26	,	,	,
27	onion	onion	NN
28	,	,	,
29	ketchup	ketchup	NN
30	,	,	,
31	eggs	egg	NNS
32	,	,	,
33	and	and	CC
34	salt	salt	NN
35	and	and	CC
36	pepper	pepper	NN
37	.	.	.
38	Mix	mix	VB
39	well	well	RB
40	.	.	.
41	Spread	spread	NN
42	/	/	HYPH
43	of	of	IN
44	the	the	DT
45	mixture	mixture	NN
46	into	into	IN
47	the	the	DT
48	bottom	bottom	NN
49	of	of	IN
50	a	a	DT
51	loaf	loaf	NN
52	pan	pan	NN
53	.	.	.
54	Arrange	arrange	VB
55	whole	whole	JJ
56	mushrooms	mushroom	NNS
57	stem	stem	VBP
58	down	down	RP
59	into	into	IN
60	meat	meat	NN
61	.	.	.
62	Top	top	JJ
63	with	with	IN
64	rest	rest	NN
65	of	of	IN
66	meat	meat	NN
67	,	,	,
68	patting	pat	VBG
69	to	to	TO
70	combine	combine	VB
71	both	both	DT
72	halves	half	NNS
73	.	.	.
74	Bake	bake	VB
75	for	for	IN
76	hour	hour	NN
77	and	and	CC
78	minutes	minute	NNS
79	,	,	,
80	or	or	CC
81	until	until	IN
82	done	do	VBN
83	.	.	.
84	Internal	internal	JJ
85	temperature	temperature	NN
86	should	should	MD
87	measure	measure	VB
88	degrees	degree	NNS
89	F	f	NN
90	(	(	-LRB-
91	degrees	degree	NNS
92	C	c	NN
93	)	)	-RRB-
94	when	when	WRB
95	done	do	VBN
96	.	.	.

1	Heat	heat	VB
2	the	the	DT
3	butter	butter	NN
4	and	and	CC
5	olive	olive	NN
6	oil	oil	NN
7	in	in	IN
8	a	a	DT
9	large	large	JJ
10	skillet	skillet	NN
11	over	over	IN
12	medium	medium	JJ
13	heat	heat	NN
14	.	.	.
15	Place	place	VB
16	salmon	salmon	NN
17	in	in	IN
18	the	the	DT
19	skillet	skillet	NN
20	,	,	,
21	and	and	CC
22	season	season	NN
23	with	with	IN
24	garlic	garlic	NN
25	,	,	,
26	lemon	lemon	NN
27	pepper	pepper	NN
28	and	and	CC
29	salt	salt	NN
30	.	.	.
31	Pour	pour	VB
32	/	/	HYPH
33	cup	cup	NN
34	water	water	NN
35	around	around	IN
36	salmon	salmon	NN
37	.	.	.
38	Place	place	VB
39	tomatoes	tomato	NNS
40	and	and	CC
41	cilantro	cilantro	NN
42	in	in	IN
43	the	the	DT
44	skillet	skillet	NN
45	.	.	.
46	Cover	cover	NN
47	,	,	,
48	and	and	CC
49	cook	cook	VB
50	minutes	minute	NNS
51	,	,	,
52	or	or	CC
53	until	until	IN
54	fish	fish	NN
55	is	be	VBZ
56	easily	easily	RB
57	flaked	flake	VBN
58	with	with	IN
59	a	a	DT
60	fork	fork	NN
61	.	.	.
62	Bring	bring	VB
63	cups	cup	NNS
64	water	water	NN
65	to	to	TO
66	boil	boil	VB
67	in	in	IN
68	a	a	DT
69	pot	pot	NN
70	.	.	.
71	Remove	remove	VB
72	form	form	NN
73	heat	heat	NN
74	,	,	,
75	and	and	CC
76	mix	mix	NN
77	in	in	IN
78	couscous	couscous	NN
79	.	.	.
80	Cover	cover	NN
81	,	,	,
82	and	and	CC
83	let	let	VB
84	sit	sit	VB
85	minutes	minute	NNS
86	.	.	.
87	Serve	serve	VB
88	the	the	DT
89	cooked	cook	VBN
90	salmon	salmon	NN
91	over	over	IN
92	couscous	couscous	NN
93	,	,	,
94	and	and	CC
95	drizzle	drizzle	NN
96	with	with	IN
97	sauce	sauce	NN
98	from	from	IN
99	skillet	skillet	NN
100	.	.	.

1	Place	place	NN
2	beef	beef	NN
3	chuck	chuck	VBP
4	roast	roast	NN
5	into	into	IN
6	a	a	DT
7	slow	slow	JJ
8	cooker	cooker	NN
9	and	and	CC
10	scatter	scatter	NN
11	onion	onion	NN
12	quarters	quarter	NNS
13	around	around	IN
14	the	the	DT
15	meat	meat	NN
16	.	.	.
17	Pour	pour	VB
18	the	the	DT
19	beef	beef	NN
20	broth	broth	NN
21	over	over	IN
22	the	the	DT
23	meat	meat	NN
24	and	and	CC
25	sprinkle	sprinkle	VBP
26	the	the	DT
27	au	au	NNP
28	jus	jus	NNP
29	mix	mix	NN
30	,	,	,
31	Italian	Italian	JJ
32	salad	salad	NN
33	dressing	dress	VBG
34	mix	mix	NN
35	,	,	,
36	salt	salt	NN
37	,	,	,
38	and	and	CC
39	black	black	JJ
40	pepper	pepper	NN
41	over	over	IN
42	the	the	DT
43	roast	roast	NN
44	.	.	.
45	Cover	cover	NN
46	cooker	cooker	NN
47	,	,	,
48	set	set	VBN
49	on	on	IN
50	Low	low	JJ
51	,	,	,
52	and	and	CC
53	cook	cook	VB
54	until	until	IN
55	meat	meat	NN
56	is	be	VBZ
57	very	very	RB
58	tender	tender	JJ
59	,	,	,
60	to	to	IN
61	hours	hour	NNS
62	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Spray	spray	VB
12	a	a	DT
13	baking	baking	JJ
14	dish	dish	NN
15	with	with	IN
16	cooking	cooking	NN
17	spray	spray	NN
18	.	.	.
19	Whisk	whisk	VB
20	egg	egg	NN
21	in	in	IN
22	a	a	DT
23	shallow	shallow	JJ
24	bowl	bowl	NN
25	.	.	.
26	Mix	mix	VB
27	Parmesan	Parmesan	NNP
28	cheese	cheese	NN
29	and	and	CC
30	Cajun	Cajun	NNP
31	seasoning	season	VBG
32	together	together	RB
33	on	on	IN
34	a	a	DT
35	plate	plate	NN
36	.	.	.
37	Dip	dip	VB
38	each	each	DT
39	pork	pork	NN
40	chop	chop	NN
41	into	into	IN
42	egg	egg	NN
43	.	.	.
44	Press	press	VB
45	into	into	IN
46	Parmesan	Parmesan	NNP
47	mixture	mixture	NN
48	until	until	IN
49	coated	coat	VBN
50	on	on	IN
51	both	both	DT
52	sides	side	NNS
53	.	.	.
54	Place	place	VB
55	in	in	IN
56	the	the	DT
57	prepared	prepared	JJ
58	baking	baking	NN
59	dish	dish	NN
60	.	.	.
61	Bake	bake	VB
62	in	in	IN
63	the	the	DT
64	preheated	preheated	JJ
65	oven	oven	NN
66	until	until	IN
67	golden	golden	JJ
68	and	and	CC
69	an	a	DT
70	instant-read	instant-read	JJ
71	thermometer	thermometer	NN
72	inserted	insert	VBN
73	into	into	IN
74	the	the	DT
75	center	center	NN
76	reads	read	VBZ
77	at	at	IN
78	least	least	JJS
79	degrees	degree	NNS
80	F	f	NN
81	(	(	-LRB-
82	degrees	degree	NNS
83	C	c	NN
84	)	)	-RRB-
85	,	,	,
86	to	to	IN
87	minutes	minute	NNS
88	.	.	.

1	Remove	remove	VB
2	the	the	DT
3	tenderloin	tenderloin	NN
4	from	from	IN
5	each	each	DT
6	chicken	chicken	NN
7	breast	breast	NN
8	half	half	NN
9	.	.	.
10	Fillet	Fillet	NNP
11	each	each	DT
12	chicken	chicken	NN
13	breast	breast	NN
14	half	half	NN
15	into	into	IN
16	slices	slice	NNS
17	.	.	.
18	Pound	pound	NN
19	each	each	DT
20	piece	piece	NN
21	of	of	IN
22	chicken	chicken	NN
23	,	,	,
24	including	include	VBG
25	the	the	DT
26	tenderloins	tenderloin	NNS
27	,	,	,
28	to	to	TO
29	/	/	HYPH
30	inch	inch	NN
31	thickness	thickness	NN
32	.	.	.
33	Place	place	VB
34	chicken	chicken	NN
35	in	in	IN
36	a	a	DT
37	bowl	bowl	NN
38	and	and	CC
39	pour	pour	VB
40	in	in	IN
41	enough	enough	JJ
42	milk	milk	NN
43	to	to	TO
44	completely	completely	RB
45	cover	cover	VB
46	chicken	chicken	NN
47	;	;	:
48	soak	soak	VB
49	for	for	IN
50	minutes	minute	NNS
51	.	.	.
52	Mix	mix	VB
53	bread	bread	NN
54	crumbs	crumb	NNS
55	,	,	,
56	Pecorino	Pecorino	NNP
57	Romano	Romano	NNP
58	cheese	cheese	NN
59	,	,	,
60	and	and	CC
61	parsley	parsley	NN
62	together	together	RB
63	in	in	IN
64	a	a	DT
65	bowl	bowl	NN
66	.	.	.
67	Remove	remove	VB
68	chicken	chicken	NN
69	from	from	IN
70	milk	milk	NN
71	and	and	CC
72	dredge	dredge	VB
73	through	through	IN
74	bread	bread	NN
75	crumb	crumb	NN
76	mixture	mixture	NN
77	until	until	IN
78	each	each	DT
79	piece	piece	NN
80	is	be	VBZ
81	evenly	evenly	RB
82	coated	coat	VBN
83	.	.	.
84	Heat	heat	VB
85	olive	olive	JJ
86	oil	oil	NN
87	in	in	IN
88	a	a	DT
89	large	large	JJ
90	skillet	skillet	NN
91	over	over	IN
92	medium	medium	JJ
93	heat	heat	NN
94	;	;	:
95	cook	cook	VB
96	chicken	chicken	NN
97	in	in	IN
98	the	the	DT
99	hot	hot	JJ
100	oil	oil	NN
101	until	until	IN
102	lightly	lightly	RB
103	browned	brown	VBN
104	,	,	,
105	to	to	IN
106	minutes	minute	NNS
107	per	per	IN
108	side	side	NN
109	.	.	.
110	Preheat	preheat	JJ
111	oven	oven	NN
112	to	to	IN
113	degrees	degree	NNS
114	F	f	NN
115	(	(	-LRB-
116	degrees	degree	NNS
117	C	c	NN
118	)	)	-RRB-
119	.	.	.
120	Lightly	lightly	RB
121	butter	butter	NN
122	a	a	DT
123	baking	baking	JJ
124	dish	dish	NN
125	.	.	.
126	Transfer	transfer	NN
127	chicken	chicken	NN
128	to	to	IN
129	the	the	DT
130	prepared	prepared	JJ
131	baking	baking	NN
132	dish	dish	NN
133	,	,	,
134	reserving	reserve	VBG
135	tablespoon	tablespoon	NN
136	olive	olive	NN
137	oil	oil	NN
138	in	in	IN
139	the	the	DT
140	skillet	skillet	NN
141	.	.	.
142	Sprinkle	sprinkle	VB
143	salt	salt	NN
144	and	and	CC
145	pepper	pepper	NN
146	over	over	IN
147	chicken	chicken	NN
148	.	.	.
149	Place	place	VB
150	slice	slice	NN
151	lemon	lemon	NN
152	onto	onto	IN
153	each	each	DT
154	chicken	chicken	NN
155	piece	piece	NN
156	.	.	.
157	Pour	pour	VB
158	wine	wine	NN
159	into	into	IN
160	the	the	DT
161	skillet	skillet	NN
162	with	with	IN
163	reserved	reserve	VBN
164	olive	olive	NN
165	oil	oil	NN
166	;	;	:
167	bring	bring	VB
168	to	to	IN
169	a	a	DT
170	boil	boil	NN
171	while	while	IN
172	scraping	scrape	VBG
173	the	the	DT
174	browned	brown	VBN
175	bits	bit	NNS
176	of	of	IN
177	food	food	NN
178	off	off	IN
179	of	of	IN
180	the	the	DT
181	bottom	bottom	NN
182	of	of	IN
183	the	the	DT
184	pan	pan	NN
185	with	with	IN
186	a	a	DT
187	wooden	wooden	JJ
188	spoon	spoon	NN
189	.	.	.
190	Add	add	VB
191	chicken	chicken	NN
192	broth	broth	NN
193	and	and	CC
194	lemon	lemon	NN
195	juice	juice	NN
196	and	and	CC
197	boil	boil	VB
198	until	until	IN
199	reduced	reduce	VBN
200	by	by	IN
201	half	half	NN
202	,	,	,
203	to	to	IN
204	minutes	minute	NNS
205	.	.	.
206	Pour	pour	VB
207	wine	wine	NN
208	mixture	mixture	NN
209	over	over	IN
210	chicken	chicken	NN
211	and	and	CC
212	drizzle	drizzle	NN
213	brandied	brandy	VBN
214	orange	orange	JJ
215	liqueur	liqueur	NN
216	over	over	IN
217	each	each	DT
218	.	.	.
219	Bake	bake	VB
220	in	in	IN
221	the	the	DT
222	preheated	preheated	JJ
223	oven	oven	NN
224	until	until	IN
225	chicken	chicken	NN
226	is	be	VBZ
227	no	no	RB
228	longer	long	RBR
229	pink	pink	JJ
230	in	in	IN
231	the	the	DT
232	center	center	NN
233	and	and	CC
234	sauce	sauce	NN
235	is	be	VBZ
236	bubbling	bubble	VBG
237	,	,	,
238	to	to	IN
239	minutes	minute	NNS
240	.	.	.

1	In	in	IN
2	a	a	DT
3	blender	blender	NN
4	or	or	CC
5	food	food	NN
6	processor	processor	NN
7	,	,	,
8	process	process	NN
9	the	the	DT
10	olive	olive	NN
11	oil	oil	NN
12	,	,	,
13	sesame	sesame	NN
14	oil	oil	NN
15	,	,	,
16	lemon	lemon	NN
17	juice	juice	NN
18	,	,	,
19	onion	onion	NN
20	,	,	,
21	garlic	garlic	NN
22	,	,	,
23	ginger	ginger	NN
24	,	,	,
25	cilantro	cilantro	NN
26	,	,	,
27	paprika	paprika	NN
28	,	,	,
29	salt	salt	NN
30	,	,	,
31	and	and	CC
32	pepper	pepper	NN
33	until	until	IN
34	smooth	smooth	JJ
35	.	.	.
36	Reserve	Reserve	NNP
37	a	a	DT
38	small	small	JJ
39	amount	amount	NN
40	for	for	IN
41	basting	basting	NN
42	.	.	.
43	Pour	pour	VB
44	the	the	DT
45	remaining	remain	VBG
46	mixture	mixture	NN
47	into	into	IN
48	a	a	DT
49	dish	dish	NN
50	,	,	,
51	add	add	VB
52	shrimp	shrimp	NN
53	,	,	,
54	and	and	CC
55	stir	stir	NN
56	to	to	IN
57	coat	coat	NN
58	.	.	.
59	Cover	cover	NN
60	,	,	,
61	and	and	CC
62	refrigerate	refrigerate	VB
63	for	for	IN
64	hours	hour	NNS
65	.	.	.
66	Preheat	preheat	JJ
67	grill	grill	NN
68	for	for	IN
69	medium	medium	JJ
70	heat	heat	NN
71	.	.	.
72	Thread	thread	NN
73	shrimp	shrimp	NN
74	onto	onto	IN
75	skewers	skewer	NNS
76	,	,	,
77	piercing	pierce	VBG
78	once	once	RB
79	near	near	IN
80	the	the	DT
81	tail	tail	NN
82	and	and	CC
83	once	once	RB
84	near	near	IN
85	the	the	DT
86	head	head	NN
87	.	.	.
88	Discard	discard	VB
89	marinade	marinade	NN
90	.	.	.
91	Lightly	lightly	RB
92	oil	oil	NN
93	grill	grill	NN
94	grate	grate	VB
95	.	.	.
96	Grill	grill	VB
97	shrimp	shrimp	NN
98	for	for	IN
99	to	to	IN
100	minutes	minute	NNS
101	per	per	IN
102	side	side	NN
103	,	,	,
104	or	or	CC
105	until	until	IN
106	opaque	opaque	JJ
107	.	.	.
108	Baste	baste	VB
109	with	with	IN
110	reserved	reserved	JJ
111	sauce	sauce	NN
112	while	while	IN
113	cooking	cooking	NN
114	.	.	.

1	Bring	bring	VB
2	a	a	DT
3	large	large	JJ
4	pot	pot	NN
5	of	of	IN
6	lightly	lightly	RB
7	salted	salt	VBN
8	water	water	NN
9	to	to	IN
10	a	a	DT
11	boil	boil	NN
12	.	.	.
13	Add	add	VB
14	pasta	pasta	NN
15	and	and	CC
16	cook	cook	VB
17	for	for	IN
18	to	to	IN
19	minutes	minute	NNS
20	or	or	CC
21	until	until	IN
22	al	al	NNP
23	dente	dente	NNP
24	;	;	:
25	drain	drain	NN
26	.	.	.
27	In	in	IN
28	a	a	DT
29	large	large	JJ
30	skillet	skillet	NN
31	add	add	VB
32	the	the	DT
33	olive	olive	NN
34	oil	oil	NN
35	and	and	CC
36	butter	butter	NN
37	.	.	.
38	Heat	heat	VB
39	until	until	IN
40	butter	butter	NN
41	is	be	VBZ
42	melted	melt	VBN
43	.	.	.
44	Add	add	VB
45	the	the	DT
46	garlic	garlic	NN
47	and	and	CC
48	saute	saute	NN
49	until	until	IN
50	tender	tender	NN
51	.	.	.
52	Add	add	VB
53	the	the	DT
54	scallops	scallop	NNS
55	and	and	CC
56	shrimp	shrimp	NN
57	.	.	.
58	Cook	cook	VB
59	until	until	IN
60	shrimp	shrimp	NN
61	is	be	VBZ
62	pink	pink	JJ
63	,	,	,
64	about	about	IN
65	minutes	minute	NNS
66	.	.	.
67	Add	add	VB
68	clam	clam	NN
69	juice	juice	NN
70	,	,	,
71	salt	salt	NN
72	and	and	CC
73	pepper	pepper	NN
74	.	.	.
75	Cook	cook	VB
76	for	for	IN
77	minutes	minute	NNS
78	more	more	RBR
79	.	.	.
80	To	to	IN
81	the	the	DT
82	cooked	cook	VBN
83	pasta	pasta	NN
84	add	add	VB
85	the	the	DT
86	tomatoes	tomato	NNS
87	,	,	,
88	parsley	parsley	NN
89	and	and	CC
90	lemon	lemon	NN
91	zest	zest	NN
92	,	,	,
93	toss	toss	VB
94	.	.	.
95	Pour	pour	VB
96	seafood	seafood	NN
97	mixture	mixture	NN
98	over	over	IN
99	the	the	DT
100	linguini	linguini	NN
101	,	,	,
102	serve	serve	VB
103	immediately	immediately	RB
104	.	.	.

1	Whisk	whisk	VB
2	together	together	RB
3	the	the	DT
4	olive	olive	JJ
5	oil	oil	NN
6	,	,	,
7	soy	soy	NN
8	sauce	sauce	NN
9	,	,	,
10	lemon	lemon	NN
11	juice	juice	NN
12	,	,	,
13	garlic	garlic	NN
14	,	,	,
15	red	red	JJ
16	pepper	pepper	NN
17	flakes	flake	NNS
18	,	,	,
19	black	black	JJ
20	pepper	pepper	NN
21	,	,	,
22	ginger	ginger	NN
23	,	,	,
24	green	green	JJ
25	onion	onion	NN
26	,	,	,
27	and	and	CC
28	salt	salt	NN
29	in	in	IN
30	a	a	DT
31	bowl	bowl	NN
32	.	.	.
33	Add	add	VB
34	the	the	DT
35	mahi	mahi	NN
36	mahi	mahi	NN
37	and	and	CC
38	toss	toss	VB
39	to	to	IN
40	evenly	evenly	RB
41	coat	coat	NN
42	.	.	.
43	Cover	cover	VB
44	the	the	DT
45	bowl	bowl	NN
46	with	with	IN
47	plastic	plastic	NN
48	wrap	wrap	NN
49	,	,	,
50	and	and	CC
51	marinate	marinate	VB
52	in	in	IN
53	the	the	DT
54	refrigerator	refrigerator	NN
55	for	for	IN
56	hour	hour	NN
57	.	.	.
58	Preheat	preheat	VB
59	the	the	DT
60	ovens	oven	NNS
61	broiler	broiler	NN
62	and	and	CC
63	set	set	VBD
64	the	the	DT
65	oven	oven	NN
66	rack	rack	NN
67	in	in	IN
68	the	the	DT
69	middle	middle	NN
70	of	of	IN
71	the	the	DT
72	oven	oven	NN
73	.	.	.
74	Bring	bring	VB
75	the	the	DT
76	rice	rice	NN
77	,	,	,
78	water	water	NN
79	,	,	,
80	chicken	chicken	NN
81	bouillon	bouillon	NN
82	,	,	,
83	and	and	CC
84	tablespoon	tablespoon	NN
85	butter	butter	NN
86	to	to	IN
87	a	a	DT
88	boil	boil	NN
89	in	in	IN
90	a	a	DT
91	saucepan	saucepan	NN
92	over	over	IN
93	high	high	JJ
94	heat	heat	NN
95	.	.	.
96	Reduce	reduce	VB
97	heat	heat	NN
98	to	to	IN
99	medium-low	medium-low	JJ
100	,	,	,
101	cover	cover	NN
102	,	,	,
103	and	and	CC
104	simmer	simmer	VBP
105	until	until	IN
106	the	the	DT
107	liquid	liquid	NN
108	has	have	VBZ
